route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10734370:,Bermeo,,0,,ES:Euskotren:RoutePoints:3183:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10734380:,Bermeo,,0,,ES:Euskotren:RoutePoints:3183:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10734390:,Bermeo,,0,,ES:Euskotren:RoutePoints:3183:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10734400:,Gernika,,0,,ES:Euskotren:RoutePoints:3154:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738180:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738190:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5250:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738200:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738210:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738220:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738250:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738260:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738270:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738280:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738290:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738300:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738310:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738320:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738330:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738340:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738350:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738360:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738370:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738380:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738390:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738400:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738410:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738420:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738430:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738440:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738450:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738460:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738470:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738480:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738490:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738500:,Matiko-Bilbao,,0,,ES:Euskotren:RoutePoints:5247:,1,0
ES:Euskotren:Line:10:,ES:Euskotren:Service:2173:,ES:Euskotren:Journey:10738510:,Bermeo,,0,,ES:Euskotren:RoutePoints:5254:,1,0
