stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
ES:Euskotren:StopPlace:2645:,,Gernika,,"Plaza estación, s/n bajo / Gernika-Lumo",43.314515,-2.675856,ES:Euskotren:Zone:8:,,1,,,1,ES:Euskotren:Level:1:,
ES:Euskotren:StopPlaceEntrance:26450:,,Gernika,,"Plaza estación, s/n bajo / Gernika-Lumo",43.314515,-2.675856,ES:Euskotren:Zone:8:,,2,ES:Euskotren:StopPlace:2645:,,0,ES:Euskotren:Level:1:,
ES:Euskotren:Quay:26451:,,Gernika,,"Plaza estación, s/n bajo / Gernika-Lumo",43.314515,-2.675856,ES:Euskotren:Zone:8:,,0,ES:Euskotren:StopPlace:2645:,,0,ES:Euskotren:Level:1:,
ES:Euskotren:Quay:26452:,,Gernika,,"Plaza estación, s/n bajo / Gernika-Lumo",43.314515,-2.675856,ES:Euskotren:Zone:8:,,0,ES:Euskotren:StopPlace:2645:,,0,ES:Euskotren:Level:1:,
ES:Euskotren:StopPlace:2646:,,Ariz-Basauri,,"Avd. Cervantes, 8 bajo / Basauri",43.240248,-2.879247,ES:Euskotren:Zone:4:,,1,,,1,ES:Euskotren:Level:1:,
ES:Euskotren:StopPlaceEntrance:26460:,,Ariz-Basauri,,"Avd. Cervantes, 8 bajo / Basauri",43.240248,-2.879247,ES:Euskotren:Zone:4:,,2,ES:Euskotren:StopPlace:2646:,,0,ES:Euskotren:Level:1:,
ES:Euskotren:Quay:26461:,,Ariz-Basauri,,"Avd. Cervantes, 8 bajo / Basauri",43.240248,-2.879247,ES:Euskotren:Zone:4:,,0,ES:Euskotren:StopPlace:2646:,,0,ES:Euskotren:Level:1:,
ES:Euskotren:Quay:26462:,,Ariz-Basauri,,"Avd. Cervantes, 8 bajo / Basauri",43.240248,-2.879247,ES:Euskotren:Zone:4:,,0,ES:Euskotren:StopPlace:2646:,,0,ES:Euskotren:Level:1:,
ES:Euskotren:StopPlace:2647:,,Añorga-Donostia,,"Avd. de Añorga, 12 / Donostia-San Sebastián",43.291369,-1.99439,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:1:,
ES:Euskotren:StopPlaceEntrance:26470:,,Añorga-Donostia,,"Avd. de Añorga, 12 / Donostia-San Sebastián",43.291369,-1.99439,ES:Euskotren:Zone:42:,,2,ES:Euskotren:StopPlace:2647:,,0,ES:Euskotren:Level:1:,
