fare_id,route_id,origin_id,destination_id,contains_id
Ocasional_1.9,29,7,8,
Ocasional_1.9,29,7,12,
Ocasional_1.9,29,7,11,
Ocasional_1.9,29,12,7,
Ocasional_1.9,29,12,14,
Ocasional_1.9,29,1,2,
Ocasional_1.9,29,1,3,
Ocasional_1.9,29,11,8,
Ocasional_1.9,29,11,7,
Ocasional_1.9,29,3,8,
Ocasional_1.9,29,3,1,
Ocasional_1.9,29,14,12,
Ocasional_1.9,30,8,7,
Ocasional_1.9,30,8,11,
Ocasional_1.9,30,8,3,
Ocasional_1.9,30,2,5,
Ocasional_1.9,30,2,1,
Ocasional_1.9,30,5,2,
Ocasional_1.9,30,7,8,
Ocasional_1.9,30,7,12,
Ocasional_1.9,30,7,11,
Ocasional_1.9,30,12,7,
Ocasional_1.9,30,12,14,
Ocasional_1.9,30,1,2,
Ocasional_1.9,30,1,3,
Ocasional_1.9,30,11,8,
Ocasional_1.9,30,11,7,
Ocasional_1.9,30,3,8,
Ocasional_1.9,30,3,1,
Ocasional_1.9,30,14,12,
Ocasional_1.9,31,8,7,
Ocasional_1.9,31,8,11,
Ocasional_1.9,31,8,3,
Ocasional_1.9,31,2,5,
Ocasional_1.9,31,2,1,
Ocasional_1.9,31,5,2,
Ocasional_1.9,31,7,8,
Ocasional_1.9,31,7,12,
Ocasional_1.9,31,7,11,
Ocasional_1.9,31,12,7,
Ocasional_1.9,31,12,14,
Ocasional_1.9,31,1,2,
Ocasional_1.9,31,1,3,
Ocasional_1.9,31,11,8,
Ocasional_1.9,31,11,7,
Ocasional_1.9,31,3,8,
Ocasional_1.9,31,3,1,
Ocasional_1.9,31,14,12,
Ocasional_1.9,10,8,7,
Ocasional_1.9,10,8,11,
Ocasional_1.9,10,8,3,
Ocasional_1.9,10,2,5,
Ocasional_1.9,10,2,1,
Ocasional_1.9,10,5,2,
Ocasional_1.9,10,7,8,
Ocasional_1.9,10,7,12,
Ocasional_1.9,10,7,11,
Ocasional_1.9,10,12,7,
Ocasional_1.9,10,12,14,
Ocasional_1.9,10,1,2,
Ocasional_1.9,10,1,3,
Ocasional_1.9,10,11,8,
Ocasional_1.9,10,11,7,
Ocasional_1.9,10,3,8,
Ocasional_1.9,10,3,1,
Ocasional_1.9,10,14,12,
Ocasional_1.9,11,8,7,
Ocasional_1.9,11,8,11,
Ocasional_1.9,11,8,3,
Ocasional_1.9,11,2,5,
Ocasional_1.9,11,2,1,
Ocasional_1.9,11,5,2,
Ocasional_1.9,11,7,8,
Ocasional_1.9,11,7,12,
Ocasional_1.9,11,7,11,
Ocasional_1.9,11,12,7,
Ocasional_1.9,11,12,14,
Ocasional_1.9,11,1,2,
Ocasional_1.9,11,1,3,
Ocasional_1.9,11,11,8,
Ocasional_1.9,11,11,7,
Ocasional_1.9,11,3,8,
Ocasional_1.9,11,3,1,
Ocasional_1.9,11,14,12,
Ocasional_1.9,12,8,7,
Ocasional_1.9,12,8,11,
Ocasional_1.9,12,8,3,
Ocasional_1.9,12,2,5,
Ocasional_1.9,12,2,1,
Ocasional_1.9,12,5,2,
Ocasional_1.9,12,7,8,
Ocasional_1.9,12,7,12,
Ocasional_1.9,12,7,11,
Ocasional_1.9,12,12,7,
Ocasional_1.9,12,12,14,
Ocasional_1.9,12,1,2,
Ocasional_1.9,12,1,3,
Ocasional_1.9,12,11,8,
Ocasional_1.9,12,11,7,
Ocasional_1.9,12,3,8,
Ocasional_1.9,12,3,1,
Ocasional_1.9,12,14,12,
Ocasional_1.9,13,8,7,
Ocasional_1.9,13,8,11,
Ocasional_1.9,13,8,3,
Ocasional_1.9,13,2,5,
Ocasional_1.9,13,2,1,
Ocasional_1.9,13,5,2,
Ocasional_1.9,13,7,8,
Ocasional_1.9,13,7,12,
Ocasional_1.9,13,7,11,
Ocasional_1.9,13,12,7,
Ocasional_1.9,13,12,14,
Ocasional_1.9,13,1,2,
Ocasional_1.9,13,1,3,
Ocasional_1.9,13,11,8,
Ocasional_1.9,13,11,7,
Ocasional_1.9,13,3,8,
Ocasional_1.9,13,3,1,
Ocasional_1.9,13,14,12,
Ocasional_1.9,14,8,7,
Ocasional_1.9,14,8,11,
Ocasional_1.9,14,8,3,
Ocasional_1.9,14,2,5,
Ocasional_1.9,14,2,1,
Ocasional_1.9,14,5,2,
Ocasional_1.9,14,7,8,
Ocasional_1.9,14,7,12,
Ocasional_1.9,14,7,11,
Ocasional_1.9,14,12,7,
Ocasional_1.9,14,12,14,
Ocasional_1.9,14,1,2,
Ocasional_1.9,14,1,3,
Ocasional_1.9,14,11,8,
Ocasional_1.9,14,11,7,
Ocasional_1.9,14,3,8,
Ocasional_1.9,14,3,1,
Ocasional_1.9,14,14,12,
Ocasional_1.9,1,8,7,
Ocasional_1.9,1,8,11,
Ocasional_1.9,1,8,3,
Ocasional_1.9,1,2,5,
Ocasional_1.9,1,2,1,
Ocasional_1.9,1,5,2,
Ocasional_1.9,1,7,8,
Ocasional_1.9,1,7,12,
Ocasional_1.9,1,7,11,
Ocasional_1.9,1,12,7,
Ocasional_1.9,1,12,14,
Ocasional_1.9,1,1,2,
Ocasional_1.9,1,1,3,
Ocasional_1.9,1,11,8,
Ocasional_1.9,1,11,7,
Ocasional_1.9,1,3,8,
Ocasional_1.9,1,3,1,
Ocasional_1.9,1,14,12,
Ocasional_1.9,2,8,7,
Ocasional_1.9,2,8,11,
Ocasional_1.9,2,8,3,
Ocasional_1.9,2,2,5,
Ocasional_1.9,2,2,1,
Ocasional_1.9,2,5,2,
Ocasional_1.9,2,7,8,
Ocasional_1.9,2,7,12,
Ocasional_1.9,2,7,11,
Ocasional_1.9,2,12,7,
Ocasional_1.9,2,12,14,
Ocasional_1.9,2,1,2,
Ocasional_1.9,2,1,3,
Ocasional_1.9,2,11,8,
Ocasional_1.9,2,11,7,
Ocasional_1.9,2,3,8,
Ocasional_1.9,2,3,1,
Ocasional_1.9,2,14,12,
Ocasional_1.9,5,8,7,
Ocasional_1.9,5,8,11,
Ocasional_1.9,5,8,3,
Ocasional_1.9,5,2,5,
Ocasional_1.9,5,2,1,
Ocasional_1.9,5,5,2,
Ocasional_1.9,5,7,8,
Ocasional_1.9,5,7,12,
Ocasional_1.9,5,7,11,
Ocasional_1.9,5,12,7,
Ocasional_1.9,5,12,14,
Ocasional_1.9,5,1,2,
Ocasional_1.9,5,1,3,
Ocasional_1.9,5,11,8,
Ocasional_1.9,5,11,7,
Ocasional_1.9,5,3,8,
Ocasional_1.9,5,3,1,
Ocasional_1.9,5,14,12,
Ocasional_1.9,6,8,7,
Ocasional_1.9,6,8,11,
Ocasional_1.9,6,8,3,
Ocasional_1.9,6,2,5,
Ocasional_1.9,6,2,1,
Ocasional_1.9,6,5,2,
Ocasional_1.9,6,7,8,
Ocasional_1.9,6,7,12,
Ocasional_1.9,6,7,11,
Ocasional_1.9,6,12,7,
Ocasional_1.9,6,12,14,
Ocasional_1.9,6,1,2,
Ocasional_1.9,6,1,3,
Ocasional_1.9,6,11,8,
Ocasional_1.9,6,11,7,
Ocasional_1.9,6,3,8,
Ocasional_1.9,6,3,1,
Ocasional_1.9,6,14,12,
Ocasional_1.9,7,8,7,
Ocasional_1.9,7,8,11,
Ocasional_1.9,7,8,3,
Ocasional_1.9,7,2,5,
Ocasional_1.9,7,2,1,
Ocasional_1.9,7,5,2,
Ocasional_1.9,7,7,8,
Ocasional_1.9,7,7,12,
Ocasional_1.9,7,7,11,
Ocasional_1.9,7,12,7,
Ocasional_1.9,7,12,14,
Ocasional_1.9,7,1,2,
Ocasional_1.9,7,1,3,
Ocasional_1.9,7,11,8,
Ocasional_1.9,7,11,7,
Ocasional_1.9,7,3,8,
Ocasional_1.9,7,3,1,
Ocasional_1.9,7,14,12,
Ocasional_1.9,9,8,7,
Ocasional_1.9,9,8,11,
Ocasional_1.9,9,8,3,
Ocasional_1.9,9,2,5,
Ocasional_1.9,9,2,1,
Ocasional_1.9,9,5,2,
Ocasional_1.9,9,7,8,
Ocasional_1.9,9,7,12,
Ocasional_1.9,9,7,11,
Ocasional_1.9,9,12,7,
Ocasional_1.9,9,12,14,
Ocasional_1.9,9,1,2,
Ocasional_1.9,9,1,3,
Ocasional_1.9,9,11,8,
Ocasional_1.9,9,11,7,
Ocasional_1.9,9,3,8,
Ocasional_1.9,9,3,1,
Ocasional_1.9,9,14,12,
Ocasional_1.9,40,8,7,
Ocasional_1.9,40,8,11,
Ocasional_1.9,40,8,3,
Ocasional_1.9,40,2,5,
Ocasional_1.9,40,2,1,
Ocasional_1.9,40,5,2,
Ocasional_1.9,40,7,8,
Ocasional_1.9,40,7,12,
Ocasional_1.9,40,7,11,
Ocasional_1.9,40,12,7,
Ocasional_1.9,40,12,14,
Ocasional_1.9,40,1,2,
Ocasional_1.9,40,1,3,
Ocasional_1.9,40,11,8,
Ocasional_1.9,40,11,7,
Ocasional_1.9,40,3,8,
Ocasional_1.9,40,3,1,
Ocasional_1.9,40,14,12,
Ocasional_1.9,41,8,7,
Ocasional_1.9,41,8,11,
Ocasional_1.9,41,8,3,
Ocasional_1.9,41,2,5,
Ocasional_1.9,41,2,1,
Ocasional_1.9,41,5,2,
Ocasional_1.9,41,7,8,
Ocasional_1.9,41,7,12,
Ocasional_1.9,41,7,11,
Ocasional_1.9,41,12,7,
Ocasional_1.9,41,12,14,
Ocasional_1.9,41,1,2,
Ocasional_1.9,41,1,3,
Ocasional_1.9,41,11,8,
Ocasional_1.9,41,11,7,
Ocasional_1.9,41,3,8,
Ocasional_1.9,41,3,1,
Ocasional_1.9,41,14,12,
Ocasional_1.9,20,8,7,
Ocasional_1.9,20,8,11,
Ocasional_1.9,20,8,3,
Ocasional_1.9,20,2,5,
Ocasional_1.9,20,2,1,
Ocasional_1.9,20,5,2,
Ocasional_1.9,20,7,8,
Ocasional_1.9,20,7,12,
Ocasional_1.9,20,7,11,
Ocasional_1.9,20,12,7,
Ocasional_1.9,20,12,14,
Ocasional_1.9,20,1,2,
Ocasional_1.9,20,1,3,
Ocasional_1.9,20,11,8,
Ocasional_1.9,20,11,7,
Ocasional_1.9,20,3,8,
Ocasional_1.9,20,3,1,
Ocasional_1.9,20,14,12,
Ocasional_1.9,42,8,7,
Ocasional_1.9,42,8,11,
Ocasional_1.9,42,8,3,
Ocasional_1.9,42,2,5,
Ocasional_1.9,42,2,1,
Ocasional_1.9,42,5,2,
Ocasional_1.9,42,7,8,
Ocasional_1.9,42,7,12,
Ocasional_1.9,42,7,11,
Ocasional_1.9,42,12,7,
Ocasional_1.9,42,12,14,
Ocasional_1.9,42,1,2,
Ocasional_1.9,42,1,3,
Ocasional_1.9,42,11,8,
Ocasional_1.9,42,11,7,
Ocasional_1.9,42,3,8,
Ocasional_1.9,42,3,1,
Ocasional_1.9,42,14,12,
Ocasional_1.9,64,8,7,
Ocasional_1.9,64,8,11,
Ocasional_1.9,64,8,3,
Ocasional_1.9,64,2,5,
Ocasional_1.9,64,2,1,
Ocasional_1.9,64,5,2,
Ocasional_1.9,64,7,8,
Ocasional_1.9,64,7,12,
Ocasional_1.9,64,7,11,
Ocasional_1.9,64,12,7,
Ocasional_1.9,64,12,14,
Ocasional_1.9,64,1,2,
Ocasional_1.9,64,1,3,
Ocasional_1.9,64,11,8,
Ocasional_1.9,64,11,7,
Ocasional_1.9,64,3,8,
Ocasional_1.9,64,3,1,
Ocasional_1.9,64,14,12,
Ocasional_1.9,21,8,7,
Ocasional_1.9,21,8,11,
Ocasional_1.9,21,8,3,
Ocasional_1.9,21,2,5,
Ocasional_1.9,21,2,1,
Ocasional_1.9,21,5,2,
Ocasional_1.9,21,7,8,
Ocasional_1.9,21,7,12,
Ocasional_1.9,21,7,11,
Ocasional_1.9,21,12,7,
Ocasional_1.9,21,12,14,
Ocasional_1.9,21,1,2,
Ocasional_1.9,21,1,3,
Ocasional_1.9,21,11,8,
Ocasional_1.9,21,11,7,
Ocasional_1.9,21,3,8,
Ocasional_1.9,21,3,1,
Ocasional_1.9,21,14,12,
Ocasional_1.9,43,8,7,
Ocasional_1.9,43,8,11,
Ocasional_1.9,43,8,3,
Ocasional_1.9,43,2,5,
Ocasional_1.9,43,2,1,
Ocasional_1.9,43,5,2,
Ocasional_1.9,43,7,8,
Ocasional_1.9,43,7,12,
Ocasional_1.9,43,7,11,
Ocasional_1.9,43,12,7,
Ocasional_1.9,43,12,14,
Ocasional_1.9,43,1,2,
Ocasional_1.9,43,1,3,
Ocasional_1.9,43,11,8,
Ocasional_1.9,43,11,7,
Ocasional_1.9,43,3,8,
Ocasional_1.9,43,3,1,
Ocasional_1.9,43,14,12,
Ocasional_3.8,44,8,12,
Ocasional_3.8,44,5,7,
Ocasional_3.8,44,7,5,
Ocasional_3.8,44,7,14,
Ocasional_3.8,44,12,8,
Ocasional_3.8,44,11,13,
Ocasional_3.8,44,13,11,
Ocasional_3.8,44,14,7,
Ocasional_3.8,45,8,12,
Ocasional_3.8,45,5,7,
Ocasional_3.8,45,7,5,
Ocasional_3.8,45,7,14,
Ocasional_3.8,45,12,8,
Ocasional_3.8,45,11,13,
Ocasional_3.8,45,13,11,
Ocasional_3.8,45,14,7,
Ocasional_3.8,47,8,12,
Ocasional_3.8,47,5,7,
Ocasional_3.8,47,7,5,
Ocasional_3.8,47,7,14,
Ocasional_3.8,47,12,8,
Ocasional_3.8,47,11,13,
Ocasional_3.8,47,13,11,
Ocasional_3.8,47,14,7,
Ocasional_3.8,26,8,12,
Ocasional_3.8,26,5,7,
Ocasional_3.8,26,7,5,
Ocasional_3.8,26,7,14,
Ocasional_3.8,26,12,8,
Ocasional_3.8,26,11,13,
Ocasional_3.8,26,13,11,
Ocasional_3.8,26,14,7,
Ocasional_3.8,48,8,12,
Ocasional_3.8,48,5,7,
Ocasional_3.8,48,7,5,
Ocasional_3.8,48,7,14,
Ocasional_3.8,48,12,8,
Ocasional_3.8,48,11,13,
Ocasional_3.8,48,13,11,
Ocasional_3.8,48,14,7,
Ocasional_3.8,27,8,12,
Ocasional_3.8,27,5,7,
Ocasional_3.8,27,7,5,
Ocasional_3.8,27,7,14,
Ocasional_3.8,27,12,8,
Ocasional_3.8,27,11,13,
Ocasional_3.8,27,13,11,
Ocasional_3.8,27,14,7,
Ocasional_3.8,28,8,12,
Ocasional_3.8,28,5,7,
Ocasional_3.8,28,7,5,
Ocasional_3.8,28,7,14,
Ocasional_3.8,28,12,8,
Ocasional_3.8,28,11,13,
Ocasional_3.8,28,13,11,
Ocasional_3.8,28,14,7,
Ocasional_3.8,29,8,12,
Ocasional_3.8,29,5,7,
Ocasional_3.8,29,7,5,
Ocasional_3.8,29,7,14,
Ocasional_3.8,29,12,8,
Ocasional_3.8,29,11,13,
Ocasional_3.8,29,13,11,
Ocasional_3.8,29,14,7,
Ocasional_3.8,30,8,12,
Ocasional_3.8,30,5,7,
Ocasional_3.8,30,7,5,
Ocasional_3.8,30,7,14,
Ocasional_3.8,30,12,8,
Ocasional_3.8,30,11,13,
Ocasional_3.8,30,13,11,
Ocasional_3.8,30,14,7,
Ocasional_3.8,31,8,12,
Ocasional_3.8,31,5,7,
Ocasional_3.8,31,7,5,
Ocasional_3.8,31,7,14,
Ocasional_3.8,31,12,8,
Ocasional_3.8,31,11,13,
Ocasional_3.8,31,13,11,
Ocasional_3.8,31,14,7,
Ocasional_3.8,10,8,12,
Ocasional_3.8,10,5,7,
Ocasional_3.8,10,7,5,
Ocasional_3.8,10,7,14,
Ocasional_3.8,10,12,8,
Ocasional_3.8,10,11,13,
Ocasional_3.8,10,13,11,
Ocasional_3.8,10,14,7,
Ocasional_3.8,11,8,12,
Ocasional_3.8,11,5,7,
Ocasional_3.8,11,7,5,
Ocasional_3.8,11,7,14,
Ocasional_3.8,11,12,8,
Ocasional_3.8,11,11,13,
Ocasional_3.8,11,13,11,
Ocasional_3.8,11,14,7,
Ocasional_3.8,12,8,12,
Ocasional_3.8,12,5,7,
Ocasional_3.8,12,7,5,
Ocasional_3.8,12,7,14,
Ocasional_3.8,12,12,8,
Ocasional_3.8,12,11,13,
Ocasional_3.8,12,13,11,
Ocasional_3.8,12,14,7,
Ocasional_3.8,13,8,12,
Ocasional_3.8,13,5,7,
Ocasional_3.8,13,7,5,
Ocasional_3.8,13,7,14,
Ocasional_3.8,13,12,8,
Ocasional_3.8,13,11,13,
Ocasional_3.8,13,13,11,
Ocasional_3.8,13,14,7,
Ocasional_3.8,14,8,12,
Ocasional_3.8,14,5,7,
Ocasional_3.8,14,7,5,
Ocasional_3.8,14,7,14,
Ocasional_3.8,14,12,8,
Ocasional_3.8,14,11,13,
Ocasional_3.8,14,13,11,
Ocasional_3.8,14,14,7,
Ocasional_3.8,1,8,12,
Ocasional_3.8,1,5,7,
Ocasional_3.8,1,7,5,
Ocasional_3.8,1,7,14,
Ocasional_3.8,1,12,8,
Ocasional_3.8,1,11,13,
Ocasional_3.8,1,13,11,
Ocasional_3.8,1,14,7,
Ocasional_3.8,2,8,12,
Ocasional_3.8,2,5,7,
Ocasional_3.8,2,7,5,
Ocasional_3.8,2,7,14,
Ocasional_3.8,2,12,8,
Ocasional_3.8,2,11,13,
Ocasional_3.8,2,13,11,
Ocasional_3.8,2,14,7,
Ocasional_3.8,5,8,12,
Ocasional_3.8,5,5,7,
Ocasional_3.8,5,7,5,
Ocasional_3.8,5,7,14,
Ocasional_3.8,5,12,8,
Ocasional_3.8,5,11,13,
Ocasional_3.8,5,13,11,
Ocasional_3.8,5,14,7,
Ocasional_3.8,6,8,12,
Ocasional_3.8,6,5,7,
Ocasional_3.8,6,7,5,
Ocasional_3.8,6,7,14,
Ocasional_3.8,6,12,8,
Ocasional_3.8,6,11,13,
Ocasional_3.8,6,13,11,
Ocasional_3.8,6,14,7,
Ocasional_3.8,7,8,12,
Ocasional_3.8,7,5,7,
Ocasional_3.8,7,7,5,
Ocasional_3.8,7,7,14,
Ocasional_3.8,7,12,8,
Ocasional_3.8,7,11,13,
Ocasional_3.8,7,13,11,
Ocasional_3.8,7,14,7,
Ocasional_3.8,9,8,12,
Ocasional_3.8,9,5,7,
Ocasional_3.8,9,7,5,
Ocasional_3.8,9,7,14,
Ocasional_3.8,9,12,8,
Ocasional_3.8,9,11,13,
Ocasional_3.8,9,13,11,
Ocasional_3.8,9,14,7,
Ocasional_3.8,40,8,12,
Ocasional_3.8,40,5,7,
Ocasional_3.8,40,7,5,
Ocasional_3.8,40,7,14,
Ocasional_3.8,40,12,8,
Ocasional_3.8,40,11,13,
Ocasional_3.8,40,13,11,
Ocasional_3.8,40,14,7,
Ocasional_3.8,41,8,12,
Ocasional_3.8,41,5,7,
Ocasional_3.8,41,7,5,
Ocasional_3.8,41,7,14,
Ocasional_3.8,41,12,8,
Ocasional_3.8,41,11,13,
Ocasional_3.8,41,13,11,
Ocasional_3.8,41,14,7,
Ocasional_3.8,20,8,12,
Ocasional_3.8,20,5,7,
Ocasional_3.8,20,7,5,
Ocasional_3.8,20,7,14,
Ocasional_3.8,20,12,8,
Ocasional_3.8,20,11,13,
Ocasional_3.8,20,13,11,
Ocasional_3.8,20,14,7,
Ocasional_3.8,42,8,12,
Ocasional_3.8,42,5,7,
Ocasional_3.8,42,7,5,
Ocasional_3.8,42,7,14,
Ocasional_3.8,42,12,8,
Ocasional_3.8,42,11,13,
Ocasional_3.8,42,13,11,
Ocasional_3.8,42,14,7,
Ocasional_3.8,64,8,12,
Ocasional_3.8,64,5,7,
Ocasional_3.8,64,7,5,
Ocasional_3.8,64,7,14,
Ocasional_3.8,64,12,8,
Ocasional_3.8,64,11,13,
Ocasional_3.8,64,13,11,
Ocasional_3.8,64,14,7,
Ocasional_3.8,21,8,12,
Ocasional_3.8,21,5,7,
Ocasional_3.8,21,7,5,
Ocasional_3.8,21,7,14,
Ocasional_3.8,21,12,8,
Ocasional_3.8,21,11,13,
Ocasional_3.8,21,13,11,
Ocasional_3.8,21,14,7,
Ocasional_3.8,43,8,12,
Ocasional_3.8,43,5,7,
Ocasional_3.8,43,7,5,
Ocasional_3.8,43,7,14,
Ocasional_3.8,43,12,8,
Ocasional_3.8,43,11,13,
Ocasional_3.8,43,13,11,
Ocasional_3.8,43,14,7,
Ocasional_5.95,44,8,1,
Ocasional_5.95,44,8,14,
Ocasional_5.95,44,2,7,
Ocasional_5.95,44,5,11,
Ocasional_5.95,44,7,2,
Ocasional_5.95,44,7,3,
Ocasional_5.95,44,7,13,
Ocasional_5.95,44,1,8,
Ocasional_5.95,44,11,5,
Ocasional_5.95,44,3,7,
Ocasional_5.95,44,13,7,
Ocasional_5.95,44,14,8,
Ocasional_5.95,45,8,1,
Ocasional_5.95,45,8,14,
Ocasional_5.95,45,2,7,
Ocasional_5.95,45,5,11,
Ocasional_5.95,45,7,2,
Ocasional_5.95,45,7,3,
Ocasional_5.95,45,7,13,
Ocasional_5.95,45,1,8,
Ocasional_5.95,45,11,5,
Ocasional_5.95,45,3,7,
Ocasional_5.95,45,13,7,
Ocasional_5.95,45,14,8,
Ocasional_5.95,47,8,1,
Ocasional_5.95,47,8,14,
Ocasional_5.95,47,2,7,
Ocasional_5.95,47,5,11,
Ocasional_5.95,47,7,2,
Ocasional_5.95,47,7,3,
Ocasional_5.95,47,7,13,
Ocasional_5.95,47,1,8,
Ocasional_5.95,47,11,5,
Ocasional_5.95,47,3,7,
Ocasional_5.95,47,13,7,
Ocasional_5.95,47,14,8,
Ocasional_5.95,26,8,1,
Ocasional_5.95,26,8,14,
Ocasional_5.95,26,2,7,
Ocasional_5.95,26,5,11,
Ocasional_5.95,26,7,2,
Ocasional_5.95,26,7,3,
Ocasional_5.95,26,7,13,
Ocasional_5.95,26,1,8,
Ocasional_5.95,26,11,5,
Ocasional_5.95,26,3,7,
Ocasional_5.95,26,13,7,
Ocasional_5.95,26,14,8,
Ocasional_5.95,48,8,1,
Ocasional_5.95,48,8,14,
Ocasional_5.95,48,2,7,
Ocasional_5.95,48,5,11,
Ocasional_5.95,48,7,2,
Ocasional_5.95,48,7,3,
Ocasional_5.95,48,7,13,
Ocasional_5.95,48,1,8,
Ocasional_5.95,48,11,5,
Ocasional_5.95,48,3,7,
Ocasional_5.95,48,13,7,
Ocasional_5.95,48,14,8,
Ocasional_5.95,27,8,1,
Ocasional_5.95,27,8,14,
Ocasional_5.95,27,2,7,
Ocasional_5.95,27,5,11,
Ocasional_5.95,27,7,2,
Ocasional_5.95,27,7,3,
Ocasional_5.95,27,7,13,
Ocasional_5.95,27,1,8,
Ocasional_5.95,27,11,5,
Ocasional_5.95,27,3,7,
Ocasional_5.95,27,13,7,
Ocasional_5.95,27,14,8,
Ocasional_5.95,28,8,1,
Ocasional_5.95,28,8,14,
Ocasional_5.95,28,2,7,
Ocasional_5.95,28,5,11,
Ocasional_5.95,28,7,2,
Ocasional_5.95,28,7,3,
Ocasional_5.95,28,7,13,
Ocasional_5.95,28,1,8,
Ocasional_5.95,28,11,5,
Ocasional_5.95,28,3,7,
Ocasional_5.95,28,13,7,
Ocasional_5.95,28,14,8,
Ocasional_5.95,29,8,1,
Ocasional_5.95,29,8,14,
Ocasional_5.95,29,2,7,
Ocasional_5.95,29,5,11,
Ocasional_5.95,29,7,2,
Ocasional_5.95,29,7,3,
Ocasional_5.95,29,7,13,
Ocasional_5.95,29,1,8,
