route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
3,2,3_301_2_37800,,Orexa,0,,shp_3_301,0,0
23,10,23_2301_10_67800,,Aduna,1,,shp_23_2301,0,0
3,21,3_302_21_76800,,Tolosa,1,,shp_3_302,0,0
7,2,7_702_2_26400,,Tolosa,1,,shp_7_702,0,0
24,2,24_2401_2_74400,,Abaltziske,1,,shp_24_2401,0,0
3,18,3_301_18_37800,,Orexa,0,,shp_3_301,0,0
2,2,2_201_2_25200,,Berastegi,0,,shp_2_201,0,0
1,11,1_102_11_73500,,Tolosa,1,,shp_1_102,0,0
3,22,3_303_22_28200,,Orexa,0,,shp_3_303,0,0
5,21,5_502_21_33600,,Tolosa,1,,shp_5_502,0,0
8,18,8_802_18_39600,,Larraul,1,,shp_8_802,0,0
7,18,7_702_18_26400,,Tolosa,1,,shp_7_702,0,0
2,2,2_202_2_54000,,Tolosa,1,,shp_2_202,0,0
2,11,2_202_11_78600,,Tolosa,1,,shp_2_202,0,0
8,2,8_802_2_51900,,Larraul,1,,shp_8_802,0,0
3,21,3_302_21_61200,,Tolosa,1,,shp_3_302,0,0
8,22,8_801_22_57000,,Aduna,0,,shp_8_801,0,0
7,22,7_702_22_61800,,Tolosa,1,,shp_7_702,0,0
1,11,1_102_11_79500,,Tolosa,1,,shp_1_102,0,0
27,11,27_2702_11_48300,,Villabona,1,,shp_27_2702,0,0
4,22,4_401_22_69000,,Gaztelu,0,,shp_4_401,0,0
7,11,7_702_11_37200,,Tolosa,1,,shp_7_702,0,0
7,3,7_706_3_80100,,Tolosa,1,,shp_7_706,0,0
20,21,20_2001_21_43800,,Alkiza,0,,shp_20_2001,0,0
8,10,8_802_10_41400,,Larraul,1,,shp_8_802,0,0
5,21,5_501_21_73200,,Bidania,0,,shp_5_501,0,0
6,21,6_602_21_63000,,Tolosa,1,,shp_6_602,0,0
2,18,2_202_18_44400,,Tolosa,1,,shp_2_202,0,0
25,21,25_2502_21_26100,,Alegia,1,,shp_25_2502,0,0
26,10,26_2601_10_74700,,Baliarrain,1,,shp_26_2601,0,0
22,22,22_2202_22_60900,,Zizurkil,1,,shp_22_2202,0,0
8,21,8_802_21_34800,,Larraul,1,,shp_8_802,0,0
6,21,6_601_21_51300,,Iba-apatta,0,,shp_6_601,0,0
7,22,7_702_22_68400,,Tolosa,1,,shp_7_702,0,0
28,2,28_2802_2_53700,,Amez-ugart,1,,shp_28_2802,0,0
25,2,25_2501_2_67200,,Altzo,0,,shp_25_2501,0,0
24,22,24_2401_22_74400,,Abaltziske,1,,shp_24_2401,0,0
1,22,1_103_22_52200,,Abaltziske,0,,shp_1_103,0,0
28,21,28_2802_21_37500,,Amez-ugart,1,,shp_28_2802,0,0
