route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
6000071801AV006,2024-07-192024-07-19030932,0309322024-07-19,,03093,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-202024-07-20030932,0309322024-07-20,,03093,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-212024-07-21030932,0309322024-07-21,,03093,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-222024-07-22030932,0309322024-07-22,,03093,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-232024-07-23030932,0309322024-07-23,,03093,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-242024-07-27030932,0309322024-07-24,,03093,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-282024-07-28030932,0309322024-07-28,,03093,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-292024-07-29030932,0309322024-07-29,,03093,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-302024-12-07030932,0309322024-07-30,,03093,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-12-07031121,0311212024-07-16,,03112,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-12-07031131,0311312024-07-16,,03113,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2024-07-162024-12-07031132,0311322024-07-16,,03113,,,,2                                                                                                                                                                                                                                                                                       
0404071801AV006,2024-07-162024-12-07031133,0311332024-07-16,,03113,,,,2                                                                                                                                                                                                                                                                                       
6000078400AV006,2024-07-162024-12-07031134,0311342024-07-16,,03113,,,,2                                                                                                                                                                                                                                                                                       
0404078400AV006,2024-07-162024-12-07031135,0311352024-07-16,,03113,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-07-21031221,0312212024-07-16,,03122,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-222024-07-28031221,0312212024-07-22,,03122,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-08-312024-10-31031221,0312212024-08-31,,03122,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-11-022024-12-05031221,0312212024-11-02,,03122,,,,1                                                                                                                                                                                                                                                                                       
7840060000AV006,2024-07-162024-07-21031222,0312222024-07-16,,03122,,,,2                                                                                                                                                                                                                                                                                       
7840060000AV006,2024-07-222024-07-28031222,0312222024-07-22,,03122,,,,2                                                                                                                                                                                                                                                                                       
7840060000AV006,2024-08-312024-10-31031222,0312222024-08-31,,03122,,,,2                                                                                                                                                                                                                                                                                       
7840060000AV006,2024-11-022024-12-05031222,0312222024-11-02,,03122,,,,2                                                                                                                                                                                                                                                                                       
6000004307AV006,2024-07-162024-12-07031231,0312312024-07-16,,03123,,,,2                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-12-07031232,0312322024-07-16,,03123,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-12-07031233,0312332024-07-16,,03123,,,,1                                                                                                                                                                                                                                                                                       
6000078400AV006,2024-07-162024-12-07031234,0312342024-07-16,,03123,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-09-23031301,0313012024-07-16,,03130,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-252024-10-31031301,0313012024-09-25,,03130,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-11-022024-12-04031301,0313012024-11-02,,03130,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-07-24031311,0313112024-07-16,,03131,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-09-022024-09-10031311,0313112024-09-02,,03131,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-09-122024-12-04031311,0313112024-09-12,,03131,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-07-25031401,0314012024-07-16,,03140,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-072024-10-31031401,0314012024-09-07,,03140,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-11-032024-12-05031401,0314012024-11-03,,03140,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-07-25031411,0314112024-07-16,,03141,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-09-072024-10-31031411,0314112024-09-07,,03141,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-11-032024-12-05031411,0314112024-11-03,,03141,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-07-21031421,0314212024-07-16,,03142,,,,1                                                                                                                                                                                                                                                                                       
7060060000AV006,2024-07-162024-07-21031422,0314222024-07-16,,03142,,,,1                                                                                                                                                                                                                                                                                       
7840004040AV006,2024-07-162024-07-21031423,0314232024-07-16,,03142,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2024-07-162024-12-07031431,0314312024-07-16,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-12-07031432,0314322024-07-16,,03143,,,,1                                                                                                                                                                                                                                                                                       
6000070600AV006,2024-07-162024-12-07031433,0314332024-07-16,,03143,,,,2                                                                                                                                                                                                                                                                                       
0404071801AV006,2024-07-162024-12-07031434,0314342024-07-16,,03143,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-08-312024-10-31031501,0315012024-08-31,,03150,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-11-022024-12-05031501,0315012024-11-02,,03150,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-07-21031511,0315112024-07-16,,03151,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-08-312024-10-31031511,0315112024-08-31,,03151,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-11-022024-12-05031511,0315112024-11-02,,03151,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-222024-12-07031521,0315212024-07-22,,03152,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-07-21031601,0316012024-07-16,,03160,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-302024-10-31031601,0316012024-09-30,,03160,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-11-022024-12-05031601,0316012024-11-02,,03160,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-09-302024-12-05031611,0316112024-09-30,,03161,,,,1                                                                                                                                                                                                                                                                                       
0430760000AV006,2024-07-162024-12-07031621,0316212024-07-16,,03162,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-12-07031622,0316222024-07-16,,03162,,,,2                                                                                                                                                                                                                                                                                       
7060060000AV006,2024-07-162024-12-07031623,0316232024-07-16,,03162,,,,2                                                                                                                                                                                                                                                                                       
7180104040AV006,2024-07-162024-12-07031624,0316242024-07-16,,03162,,,,2                                                                                                                                                                                                                                                                                       
6000004307AV006,2024-07-162024-12-07031631,0316312024-07-16,,03163,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-12-07031632,0316322024-07-16,,03163,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-12-07031633,0316332024-07-16,,03163,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-12-07031701,0317012024-07-16,,03170,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-07-21031711,0317112024-07-16,,03171,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-09-092024-12-05031711,0317112024-09-09,,03171,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-12-07031723,0317232024-07-16,,03172,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-07-21031731,0317312024-07-16,,03173,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-222024-07-28031731,0317312024-07-22,,03173,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-08-312024-10-31031731,0317312024-08-31,,03173,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-11-022024-12-05031731,0317312024-11-02,,03173,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-07-21031801,0318012024-07-16,,03180,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-022024-12-05031801,0318012024-09-02,,03180,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-12-07031811,0318112024-07-16,,03181,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-12-07031821,0318212024-07-16,,03182,,,,1                                                                                                                                                                                                                                                                                       
7060060000AV006,2024-07-162024-12-07031822,0318222024-07-16,,03182,,,,1                                                                                                                                                                                                                                                                                       
7180104040AV006,2024-07-162024-12-07031823,0318232024-07-16,,03182,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-12-07031831,0318312024-07-16,,03183,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-102024-09-10031901,0319012024-09-10,,03190,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-122024-09-23031901,0319012024-09-12,,03190,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-252024-12-07031901,0319012024-09-25,,03190,,,,1                                                                                                                                                                                                                                                                                       
6000004307AV006,2024-07-162024-12-07031911,0319112024-07-16,,03191,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-12-07031912,0319122024-07-16,,03191,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-12-07031913,0319132024-07-16,,03191,,,,1                                                                                                                                                                                                                                                                                       
0430760000AV006,2024-07-162024-12-07031921,0319212024-07-16,,03192,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-12-07031922,0319222024-07-16,,03192,,,,2                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-09-062024-12-05032011,0320112024-09-06,,03201,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-12-07032031,0320312024-07-16,,03203,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-162024-07-21032111,0321112024-07-16,,03211,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-07-282024-09-01032111,0321112024-07-28,,03211,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-09-022024-10-31032111,0321112024-09-02,,03211,,,,1                                                                                                                                                                                                                                                                                       
6000071801AV006,2024-11-022024-12-07032111,0321112024-11-02,,03211,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-12-07032121,0321212024-07-16,,03212,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-07-21032601,0326012024-07-16,,03260,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-062024-09-10032601,0326012024-09-06,,03260,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-122024-09-23032601,0326012024-09-12,,03260,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-252024-12-04032601,0326012024-09-25,,03260,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-07-24032701,0327012024-07-16,,03270,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-08-232024-09-10032701,0327012024-08-23,,03270,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-122024-09-23032701,0327012024-09-12,,03270,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-252024-12-04032701,0327012024-09-25,,03270,,,,1                                                                                                                                                                                                                                                                                       
7420060000AV006,2024-07-162024-09-30032721,0327212024-07-16,,03272,,,,1                                                                                                                                                                                                                                                                                       
7420060000AV006,2024-10-012024-12-07032721,0327212024-10-01,,03272,,,,1                                                                                                                                                                                                                                                                                       
7420004040AV006,2024-07-162024-09-30032722,0327222024-07-16,,03272,,,,2                                                                                                                                                                                                                                                                                       
7420004040AV006,2024-10-012024-12-07032722,0327222024-10-01,,03272,,,,2                                                                                                                                                                                                                                                                                       
7060060000AV006,2024-07-162024-09-30032723,0327232024-07-16,,03272,,,,2                                                                                                                                                                                                                                                                                       
7060060000AV006,2024-10-012024-12-07032723,0327232024-10-01,,03272,,,,2                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-07-21036101,0361012024-07-16,,03610,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-09-122024-10-31036101,0361012024-09-12,,03610,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-11-022024-12-05036101,0361012024-11-02,,03610,,,,1                                                                                                                                                                                                                                                                                       
0430760000AV006,2024-07-162024-12-07036621,0366212024-07-16,,03662,,,,1                                                                                                                                                                                                                                                                                       
7180160000AV006,2024-07-162024-12-07036622,0366222024-07-16,,03662,,,,1                                                                                                                                                                                                                                                                                       
7420051003AV006,2024-07-162024-09-30038721,0387212024-07-16,,03872,,,,1                                                                                                                                                                                                                                                                                       
7420051003AV006,2024-10-012024-12-07038721,0387212024-10-01,,03872,,,,1                                                                                                                                                                                                                                                                                       
7420004040AV006,2024-07-162024-09-30038722,0387222024-07-16,,03872,,,,2                                                                                                                                                                                                                                                                                       
7420004040AV006,2024-10-012024-12-07038722,0387222024-10-01,,03872,,,,2                                                                                                                                                                                                                                                                                       
7060051003AV006,2024-07-162024-09-30038723,0387232024-07-16,,03872,,,,2                                                                                                                                                                                                                                                                                       
7060051003AV006,2024-10-012024-12-07038723,0387232024-10-01,,03872,,,,2                                                                                                                                                                                                                                                                                       
6000051003AV006,2024-07-162024-09-30038724,0387242024-07-16,,03872,,,,2                                                                                                                                                                                                                                                                                       
6000051003AV006,2024-10-012024-12-07038724,0387242024-10-01,,03872,,,,2                                                                                                                                                                                                                                                                                       
7180105000AV006,2024-07-162024-12-07039301,0393012024-07-16,,03930,,,,1                                                                                                                                                                                                                                                                                       
7180105000AV006,2024-12-082024-12-14039301,0393012024-12-08,,03930,,,,1                                                                                                                                                                                                                                                                                       
0500071801AV006,2024-07-162024-12-07039311,0393112024-07-16,,03931,,,,1                                                                                                                                                                                                                                                                                       
0500071801AV006,2024-12-082024-12-14039311,0393112024-12-08,,03931,,,,1                                                                                                                                                                                                                                                                                       
7180151003AV006,2024-07-162024-12-07039401,0394012024-07-16,,03940,,,,1                                                                                                                                                                                                                                                                                       
7180151003AV006,2024-12-082024-12-14039401,0394012024-12-08,,03940,,,,1                                                                                                                                                                                                                                                                                       
5100371801AV006,2024-07-162024-08-09039411,0394112024-07-16,,03941,,,,1                                                                                                                                                                                                                                                                                       
5100371801AV006,2024-08-102024-08-21039411,0394112024-08-10,,03941,,,,1                                                                                                                                                                                                                                                                                       
