,Unnamed: 0,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
2327,2327,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,08:00,22,Hondarribia,3,4,1,Otros hogares con niños,1,4,1,1,2021,26762.01,4,-1.7997335946234123,43.36389804608473,-2.033693,43.256347
1509,1509,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,3,4,1,2021,11060.885,1,-1.8473249068205169,43.239165377617255,-2.033693,43.256347
342,342,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,08:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.4123272511031555,43.11881739375824,-2.033693,43.256347
1085,1085,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:00,22,Lasarte-Oria,2,2,1,1 adulto con niño(s),2,3,1,1,2021,23316.685,2,-2.0189436307776907,43.27105402124023,-2.033693,43.256347
2405,2405,Donostialdea,Donostialdea,Andoain,Urnieta,Coche conductor,08:00,22,Andoain,1,2,1,2 adultos,2,4,1,1,2021,23860.06,2,-2.0250508022619904,43.2222532664348,-2.033693,43.256347
2108,2108,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28611.11,4,-1.9749050117806364,43.26300745358324,-2.033693,43.256347
1467,1467,Donostialdea,Donostialdea,Andoain,Errenteria,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,4,1,1,2021,22860.81,1,-2.020467652953373,43.21753104942834,-2.033693,43.256347
299,299,Donostialdea,Donostialdea,Lezo,Usurbil,Coche conductor,08:00,22,Lezo,2,3,1,Otros hogares con niños,1,4,1,1,2021,23759.76,2,-1.90045471728791,43.32051004018314,-2.033693,43.256347
1924,1924,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,2,4,1,1,2021,22439.62,1,-2.237867256614697,43.0596866759797,-2.033693,43.256347
611,611,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,4,1,1,2021,20678.5,1,-1.919184606564292,43.31597380835227,-2.033693,43.256347
2501,2501,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,23,Errenteria,2,2,1,Otros hogares sin niños,1,5,1,1,2021,23900.47,2,-1.961791347838041,43.31518545986796,-2.033693,43.256347
2164,2164,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25818.26,4,-1.814747605148354,43.33932757649051,-2.033693,43.256347
1518,1518,Donostialdea,Donostialdea,Pasaia,Oiartzun,Coche conductor,08:00,22,Pasaia,1,2,1,Hogar de una persona,2,5,1,1,2021,26603.66,4,-1.9177274283753551,43.3174013942881,-2.033693,43.256347
1616,1616,Urola Kosta       ,Donostialdea,Azpeitia,Donostia/San Sebastian,Coche pasajero,08:00,22,Azpeitia,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21974.885,1,-2.2644505244545448,43.18546824310964,-2.033693,43.256347
220,220,Tolosaldea,Donostialdea,Tolosa,Lasarte-Oria,Coche conductor,08:00,22,Tolosa,2,4,1,Otros hogares sin niños,1,3,1,1,2021,24788.185,3,-2.081980523375894,43.14384613875672,-2.033693,43.256347
2381,2381,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,3,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-1.95578073622558,43.29969710032707,-2.033693,43.256347
1882,1882,Donostialdea,Donostialdea,Usurbil,Lasarte-Oria,Moto,08:00,99,Lasarte-Oria,2,3,2,Otros hogares con niños,1,6,1,1,2021,23064.520000000004,1,-2.074125624706114,43.27266375065638,-2.033693,43.256347
1034,1034,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.9539016345849172,43.296165746825565,-2.033693,43.256347
84,84,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,08:00,22,Pasaia,2,3,2,2 adultos con niño(s),1,5,1,1,2021,24967.56,3,-1.933567676422968,43.32121830717683,-2.033693,43.256347
1583,1583,Donostialdea,Donostialdea,Andoain,Hernani,Coche conductor,08:00,99,Andoain,1,3,2,2 adultos,1,6,1,1,2021,28056.81,4,-2.0297572091758607,43.21658953826811,-2.033693,43.256347
266,266,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Moto,08:00,22,Donostia/San Sebastian,2,2,3,Otros hogares con niños,1,4,1,1,2021,21489.35,1,-1.9369596313290105,43.31745308854911,-2.033693,43.256347
1716,1716,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,08:00,22,Irun,2,3,1,2 adultos con niño(s),1,4,1,1,2021,23871.26,3,-1.8186406017653487,43.3263114866848,-2.033693,43.256347
290,290,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche pasajero,08:00,22,Errenteria,1,2,1,2 adultos,2,4,1,1,2021,22097.67,2,-1.8980897442731728,43.31272703953352,-2.033693,43.256347
618,618,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,08:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.412335776383137,43.11136642904177,-2.033693,43.256347
1131,1131,Donostialdea,Donostialdea,Oiartzun,Donostia/San Sebastian,Coche conductor,08:00,23,Donostia/San Sebastian,1,3,1,Hogar de una persona,1,5,1,1,2021,26805.41,4,-1.8676169111183472,43.299705556722856,-2.033693,43.256347
416,416,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:00,22,Lasarte-Oria,2,3,1,Otros hogares con niños,1,3,1,1,2021,23805.385,2,-2.017345121849095,43.25864980716253,-2.033693,43.256347
472,472,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,08:00,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,21396.285,1,-1.8472399006833065,43.30488806095249,-2.033693,43.256347
911,911,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,08:00,22,Pasaia,2,2,1,Otros hogares con niños,1,4,1,1,2021,21974.07,2,-1.9068579416984777,43.3177034928083,-2.033693,43.256347
2426,2426,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Autobús interurbano,08:00,22,Lasarte-Oria,2,2,3,2 adultos con niño(s),2,5,1,1,2021,23492.66,2,-2.004809164383825,43.30957895660067,-2.033693,43.256347
2425,2425,Donostialdea,Donostialdea,Andoain,Errenteria,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,4,1,1,2021,22860.81,1,-2.0268330436249147,43.22384442292535,-2.033693,43.256347
1193,1193,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,08:30,22,Donostia/San Sebastian,2,2,2,2 adultos con niño(s),2,5,1,1,2021,24100.06,2,-1.9873091014939364,43.32349366214211,-2.033693,43.256347
1279,1279,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,23,Errenteria,2,2,1,Otros hogares sin niños,1,5,1,1,2021,23900.47,3,-1.8981663027048024,43.29164066171016,-2.033693,43.256347
2497,2497,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,08:00,22,Pasaia,2,2,1,Otros hogares con niños,1,4,1,1,2021,21974.07,2,-1.9048578716113087,43.31522216165523,-2.033693,43.256347
2036,2036,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,08:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,3,-2.4918785659740093,43.06469087002821,-2.033693,43.256347
278,278,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche conductor,08:00,22,Tolosa,1,2,1,Hogar de una persona,2,4,1,1,2021,24374.36,3,-2.0724487163939744,43.13894188730472,-2.033693,43.256347
1582,1582,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,3,4,1,2021,10768.535000000002,1,-1.9914146588505848,43.30088699348623,-2.033693,43.256347
1606,1606,Donostialdea,Donostialdea,Donostia/San Sebastian,Oiartzun,Coche conductor,08:00,23,Irun,1,3,2,2 adultos,1,5,1,1,2021,28297.16,4,-1.9651184161985629,43.32075376534093,-2.033693,43.256347
2367,2367,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.91933569546034,43.31014197550859,-2.033693,43.256347
18,18,Donostialdea,Donostialdea,Oiartzun,Errenteria,Moto,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.8665463275743492,43.29044199194643,-2.033693,43.256347
1503,1503,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,08:00,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,23763.435,3,-1.8972500636888057,43.313867826996194,-2.033693,43.256347
1029,1029,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,08:00,99,Donostia/San Sebastian,1,2,2,Hogar de una persona,1,5,1,1,2021,26805.41,4,-1.9350095943506087,43.241590249825855,-2.033693,43.256347
1562,1562,Donostialdea,Donostialdea,Urnieta,Lasarte-Oria,Coche pasajero,08:00,23,Urnieta,1,2,1,2 adultos,2,5,1,2,2021,21438.8,1,-1.9774138192793875,43.23259200724971,-2.033693,43.256347
932,932,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,08:30,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,2,5,1,1,2021,23492.02,2,-1.966023924591229,43.31125716159573,-2.033693,43.256347
891,891,Urola Kosta       ,Donostialdea,Orio,Andoain,Coche conductor,08:00,22,Orio,1,2,1,Hogar de una persona,1,4,1,1,2021,22378.5,1,-2.1273326409159274,43.27663537021012,-2.033693,43.256347
931,931,Donostialdea,Donostialdea,Donostia/San Sebastian,Andoain,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,5,1,1,2021,25055.120000000003,3,-2.0018432261413834,43.31251482920865,-2.033693,43.256347
2244,2244,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,08:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.416577081113983,43.12148282829088,-2.033693,43.256347
602,602,Donostialdea,Donostialdea,Donostia/San Sebastian,Andoain,Autobús interurbano,08:00,22,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,6,1,1,2021,27634.26,4,-1.972940720392984,43.30582488702226,-2.033693,43.256347
219,219,Goierri                              ,Donostialdea,Beasain,Hernani,Coche conductor,08:00,22,Hernani,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26804.31,4,-2.1974921154409457,43.04685824815159,-2.033693,43.256347
1260,1260,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4308329804788857,43.04090521870992,-2.033693,43.256347
1195,1195,Urola Kosta       ,Donostialdea,Zarautz,Lasarte-Oria,Coche conductor,08:00,22,Zarautz,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28513.61,4,-2.173205886324482,43.287091288319935,-2.033693,43.256347
303,303,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,08:00,22,Errenteria,1,2,1,Hogar de una persona,1,6,1,1,2021,22746.95,2,-1.8632561048844536,43.29190567279576,-2.033693,43.256347
1755,1755,Donostialdea,Donostialdea,Usurbil,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24223.07,2,-2.05025823061104,43.27178530714491,-2.033693,43.256347
1691,1691,Donostialdea,Donostialdea,Urnieta,Lasarte-Oria,Coche conductor,08:00,22,Lasarte-Oria,2,2,2,Otros hogares sin niños,1,4,1,1,2021,24409.86,2,-1.996779013532123,43.23401735071191,-2.033693,43.256347
1117,1117,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:30,22,Errenteria,2,2,1,Otros hogares sin niños,2,3,1,1,2021,18671.675,1,-1.9047960206134904,43.31126920483012,-2.033693,43.256347
2316,2316,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Hernani,2,4,2,Otros hogares sin niños,1,6,1,1,2021,27651.46,4,-1.9597335136696612,43.324471383962056,-2.033693,43.256347
998,998,Donostialdea,Donostialdea,Lezo,Hernani,Coche conductor,08:00,22,Lezo,2,2,1,Otros hogares sin niños,1,4,1,1,2021,22761.87,1,-1.8530228701806213,43.326772437688064,-2.033693,43.256347
1977,1977,Tolosaldea,Donostialdea,Tolosa,Lasarte-Oria,Coche conductor,08:00,23,Lasarte-Oria,2,3,2,Otros hogares con niños,2,5,1,1,2021,23321.06,2,-2.077821029327771,43.1424490665048,-2.033693,43.256347
1740,1740,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,08:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.4010574928381088,43.12223849775125,-2.033693,43.256347
649,649,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,08:00,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25210.86,2,-2.015894177389612,43.26030683164264,-2.033693,43.256347
1330,1330,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Hernani,2,2,1,2 adultos con niño(s),1,4,1,1,2021,22416.27,1,-1.9452704190869916,43.32189894235464,-2.033693,43.256347
949,949,Donostialdea,Donostialdea,Lezo,Usurbil,Coche conductor,08:00,22,Lezo,2,3,1,Otros hogares con niños,1,4,1,1,2021,23759.76,2,-1.898059048768012,43.32137517883669,-2.033693,43.256347
2276,2276,Donostialdea,Donostialdea,Usurbil,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-2.041282464340861,43.28795771467288,-2.033693,43.256347
2099,2099,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,22,Oiartzun,2,2,1,Otros hogares con niños,1,4,1,1,2021,26430.11,4,-1.7912598063984562,43.3402018122209,-2.033693,43.256347
873,873,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:00,22,Andoain,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25395.16,3,-1.9722765036123224,43.32145832055475,-2.033693,43.256347
1113,1113,Donostialdea,Donostialdea,Andoain,Errenteria,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,4,1,1,2021,22860.81,1,-2.0204804447306737,43.218011474624994,-2.033693,43.256347
192,192,Donostialdea,Donostialdea,Pasaia,Lezo,Coche conductor,08:00,22,Pasaia,2,3,1,Otros hogares sin niños,1,4,1,1,2021,22571.37,2,-1.928709546742204,43.324194466650425,-2.033693,43.256347
174,174,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche conductor,08:00,22,Tolosa,2,2,1,2 adultos con niño(s),2,5,1,1,2021,26245.31,3,-2.074763840290501,43.12809759357437,-2.033693,43.256347
1001,1001,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4139585064896583,43.03424823952586,-2.033693,43.256347
786,786,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,08:00,22,Errenteria,1,2,1,Hogar de una persona,2,5,1,1,2021,26706.06,4,-1.8157400198735725,43.33266805339931,-2.033693,43.256347
1754,1754,Debabarrena,Donostialdea,Elgoibar,Hernani,Coche conductor,08:00,22,Hernani,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22307.55,1,-2.4141774712160484,43.217045700626095,-2.033693,43.256347
1922,1922,Donostialdea,Donostialdea,Oiartzun,Andoain,Coche conductor,08:00,22,Oiartzun,1,2,2,Hogar de una persona,1,4,1,1,2021,25221.71,3,-1.8721527884768827,43.29808429579476,-2.033693,43.256347
1075,1075,Donostialdea,Donostialdea,Hernani,Lezo,Coche conductor,08:00,22,Lezo,2,2,1,Otros hogares sin niños,1,4,1,1,2021,26724.209999999995,4,-1.9316877745813796,43.22118624269157,-2.033693,43.256347
128,128,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,23828.42,3,-1.7704442122763948,43.33940517609369,-2.033693,43.256347
340,340,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,08:00,22,Pasaia,2,2,3,Otros hogares sin niños,2,5,1,2,2021,26042.209999999995,4,-1.9735137948439443,43.29335599604863,-2.033693,43.256347
2383,2383,Donostialdea,Donostialdea,Errenteria,Oiartzun,Moto,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,25069.96,3,-1.8906868915478767,43.31003838234829,-2.033693,43.256347
2274,2274,Donostialdea,Donostialdea,Lasarte-Oria,Usurbil,Andando,08:00,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,3,4,2,2021,7978.825000000001,1,-2.015945656464462,43.25949414550163,-2.033693,43.256347
2382,2382,Donostialdea,Donostialdea,Lezo,Errenteria,Coche conductor,08:00,22,Lezo,1,2,1,2 adultos,2,3,1,1,2021,20501.545,1,-1.901740897881753,43.32660727124216,-2.033693,43.256347
307,307,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,08:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.4723467205276464,43.18849226259451,-2.033693,43.256347
383,383,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,08:00,22,Errenteria,2,4,2,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-1.78800244528133,43.337216146909874,-2.033693,43.256347
1286,1286,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,3,Otros hogares con niños,1,3,1,1,2021,24412.785,3,-1.8982403859920711,43.31192103192165,-2.033693,43.256347
2320,2320,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,23,Hernani,2,4,2,Otros hogares sin niños,2,5,1,1,2021,26312.81,4,-1.944463650326828,43.31961977150392,-2.033693,43.256347
1125,1125,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,08:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25571.56,3,-2.12341616450672,43.27723511422784,-2.033693,43.256347
177,177,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:00,99,Lasarte-Oria,1,2,1,Hogar de una persona,2,4,1,1,2021,21058.250000000004,1,-2.0203068624237632,43.2663963000106,-2.033693,43.256347
426,426,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,23828.42,3,-1.8048414635810015,43.33250176754093,-2.033693,43.256347
802,802,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Moto,08:00,22,Pasaia,2,2,3,Otros hogares sin niños,1,3,1,2,2021,21792.235,1,-1.9215794545585765,43.32052534929209,-2.033693,43.256347
1763,1763,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28611.11,4,-1.979659678111167,43.26292561124472,-2.033693,43.256347
2309,2309,Goierri                              ,Donostialdea,Zumarraga,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,27790.76,4,-2.311144075159624,43.08309734673678,-2.033693,43.256347
890,890,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,23,Hernani,2,4,2,Otros hogares sin niños,2,5,1,1,2021,26312.81,4,-1.9728025865772276,43.325220347847136,-2.033693,43.256347
184,184,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,08:00,22,Pasaia,2,2,1,Otros hogares con niños,1,4,1,1,2021,21974.07,2,-1.8983667654040333,43.31195214726248,-2.033693,43.256347
1673,1673,Donostialdea,Donostialdea,Lezo,Pasaia,Coche conductor,08:00,22,Pasaia,2,3,1,Otros hogares sin niños,2,4,1,1,2021,23184.11,1,-1.8965928432645456,43.32042099373351,-2.033693,43.256347
2007,2007,Donostialdea,Donostialdea,Hernani,Andoain,Coche conductor,08:00,99,Andoain,1,3,2,2 adultos,1,6,1,1,2021,28056.81,4,-1.957550927237223,43.24284734523135,-2.033693,43.256347
2302,2302,Donostialdea,Donostialdea,Pasaia,Oiartzun,Coche conductor,08:00,22,Oiartzun,2,3,1,Otros hogares con niños,2,5,1,1,2021,21976.27,2,-1.9283300002391293,43.32417730472337,-2.033693,43.256347
1133,1133,Donostialdea,Donostialdea,Lezo,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,2,4,1,1,2021,26808.31,4,-1.898124356301174,43.32316505805987,-2.033693,43.256347
1011,1011,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25976.26,3,-2.0185391775470487,43.2653863265587,-2.033693,43.256347
2092,2092,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,08:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.480127559518948,43.1162907966936,-2.033693,43.256347
1916,1916,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,08:00,22,Pasaia,2,3,1,2 adultos con niño(s),1,4,1,1,2021,26108.009999999995,4,-1.9509999417963604,43.317367829543606,-2.033693,43.256347
489,489,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-1.967000053872367,43.28804045513366,-2.033693,43.256347
1423,1423,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,08:00,22,Errenteria,2,4,2,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-1.8011810601514768,43.33094789407686,-2.033693,43.256347
986,986,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche pasajero,08:15,22,Errenteria,2,2,1,Otros hogares sin niños,2,5,1,2,2021,23777.46,3,-1.9006492611840464,43.31194572311819,-2.033693,43.256347
2261,2261,Donostialdea,Donostialdea,Usurbil,Lezo,Coche pasajero,08:00,22,Lezo,1,2,2,Hogar de una persona,1,4,1,1,2021,24918.51,2,-2.052107241049988,43.290975178704414,-2.033693,43.256347
707,707,Tolosaldea,Donostialdea,Tolosa,Pasaia,Coche conductor,08:00,99,Errenteria,2,3,1,Otros hogares con niños,1,4,1,1,2021,26038.81,3,-2.0690379724259333,43.15375404647426,-2.033693,43.256347
1662,1662,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,1,5,1,1,2021,25210.22,3,-1.9495613979358697,43.32244757737463,-2.033693,43.256347
1655,1655,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,08:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,3,-2.484953916047139,43.06868843430239,-2.033693,43.256347
705,705,Donostialdea,Donostialdea,Lezo,Usurbil,Coche pasajero,08:00,22,Lezo,1,2,2,Hogar de una persona,1,4,1,1,2021,24918.51,3,-1.900180112036468,43.32221628382949,-2.033693,43.256347
118,118,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Coche conductor,08:00,99,Donostia/San Sebastian,2,3,2,Otros hogares con niños,1,4,1,1,2021,22824.77,2,-1.918918144500706,43.31716314654324,-2.033693,43.256347
2105,2105,Debabarrena,Donostialdea,Mutriku,Donostia/San Sebastian,Coche conductor,08:00,22,Mutriku,2,3,1,Otros hogares sin niños,2,5,1,1,2021,26437.11,3,-2.4384634404154317,43.29296553078952,-2.033693,43.256347
281,281,Debabarrena,Donostialdea,Elgoibar,Hernani,Coche conductor,08:00,22,Hernani,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22307.55,1,-2.412863109539969,43.215934901883536,-2.033693,43.256347
2293,2293,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25097.96,3,-1.7883163378213325,43.33943707234858,-2.033693,43.256347
1163,1163,Tolosaldea,Donostialdea,Villabona,Errenteria,Coche conductor,08:00,22,Villabona,2,3,2,Otros hogares sin niños,2,3,1,1,2021,18845.675,1,-2.0531359004566143,43.18725154867097,-2.033693,43.256347
2151,2151,Tolosaldea,Donostialdea,Tolosa,Errenteria,Coche conductor,08:00,21,Errenteria,1,3,1,2 adultos,2,6,1,1,2021,23422.51,2,-2.0771676285495557,43.12997963899772,-2.033693,43.256347
1336,1336,Tolosaldea,Donostialdea,Tolosa,Hernani,Coche conductor,08:30,22,Tolosa,2,3,1,Otros hogares sin niños,2,4,1,1,2021,26180.06,3,-2.0803775328182827,43.13392870122608,-2.033693,43.256347
742,742,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.414370757472676,43.00297548767308,-2.033693,43.256347
366,366,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,5,1,1,2021,26467.209999999995,4,-1.9769239459276644,43.320569956193296,-2.033693,43.256347
1366,1366,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28611.11,4,-1.984522729114052,43.316794789536765,-2.033693,43.256347
555,555,Bidasoa,Donostialdea,Hondarribia,Errenteria,Moto,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.7934825272212835,43.36673455369096,-2.033693,43.256347
2021,2021,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,1,5,1,1,2021,29172.56,4,-1.9763673132135255,43.321874752049006,-2.033693,43.256347
759,759,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.93239857197087,43.31501021943419,-2.033693,43.256347
