Unnamed: 0,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
158,Donostialdea,Donostialdea,Oiartzun,Oiartzun,Bicicleta,08:00,22,Oiartzun,2,2,1,Otros hogares con niños,2,5,1,1,2021,21976.27,2,-1.8561864315047012,43.26488207003335,-2.033693,43.256347
2963,Donostialdea,Donostialdea,Lezo,Pasaia,Coche conductor,08:00,22,Pasaia,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26533.709999999995,3,-1.9001605646102484,43.32270783463477,-2.033693,43.256347
2414,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares con niños,2,3,1,1,2021,24120.435,2,-1.9713415923465527,43.32043610996583,-2.033693,43.256347
10234,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Bicicleta,08:00,22,Donostia/San Sebastian,2,2,2,2 adultos con niño(s),2,4,1,1,2021,22013.92,1,-1.9709227636926947,43.31837228404117,-2.033693,43.256347
2055,Tolosaldea,Tolosaldea,Tolosa,Tolosa,Bicicleta,08:00,22,Tolosa,2,2,1,2 adultos con niño(s),2,5,1,1,2021,22282.97,1,-2.0713863076356622,43.14942876938444,-2.033693,43.256347
4395,Urola Kosta       ,Urola Kosta       ,Azpeitia,Azpeitia,Coche conductor,08:00,22,Azpeitia,1,3,1,2 adultos,1,4,1,1,2021,27415.06,4,-2.266960205043847,43.18220767531325,-2.033693,43.256347
781,Donostialdea,Donostialdea,Errenteria,Urnieta,RENFE,08:00,99,Errenteria,2,1,1,Otros hogares sin niños,2,3,1,2,2021,18671.675,1,-1.9021750745555253,43.31509861833727,-2.033693,43.256347
211,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,08:00,22,Donostia/San Sebastian,1,2,2,2 adultos,1,6,1,1,2021,23340.15,2,-1.9908664000562597,43.313606145422256,-2.033693,43.256347
8607,Donostialdea,Debagoiena,Donostia/San Sebastian,Arrasate/Mondragon,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,27790.76,4,-1.9651717010705148,43.29306411909882,-2.033693,43.256347
3047,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,4,2,Otros hogares con niños,1,3,1,1,2021,22045.635,1,-1.9297644719319944,43.31135296080029,-2.033693,43.256347
5438,Bidasoa,Bidasoa,Hondarribia,Irun,Coche conductor,08:00,99,Andoain,2,2,1,1 adulto con niño(s),2,5,1,1,2021,21555.820000000003,1,-1.7908961592834938,43.3624702032706,-2.033693,43.256347
6722,Goierri                              ,Goierri                              ,Zumarraga,Zumarraga,Coche conductor,08:00,23,Zumarraga,2,3,1,Otros hogares sin niños,2,3,1,1,2021,24124.535,3,-2.318498859028882,43.08710525514291,-2.033693,43.256347
9852,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Andando,08:00,99,Hernani,2,2,1,2 adultos con niño(s),2,5,1,1,2021,20589.35,1,-1.9247342292353884,43.3189461034741,-2.033693,43.256347
4972,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,08:00,22,Donostia/San Sebastian,2,2,1,Otros hogares con niños,2,3,1,1,2021,18822.675,1,-1.9894494680753128,43.29899589870615,-2.033693,43.256347
2824,Donostialdea,Donostialdea,Pasaia,Oiartzun,Coche conductor,08:00,22,Oiartzun,2,3,1,Otros hogares con niños,2,5,1,1,2021,21976.27,2,-1.9176498745324468,43.31865491505693,-2.033693,43.256347
1116,Debagoiena,Debagoiena,Aretxabaleta,Aretxabaleta,Bicicleta,08:00,22,Aretxabaleta,1,4,1,2 adultos,1,4,1,1,2021,27586.56,4,-2.4875656594632534,43.02710491076412,-2.033693,43.256347
