Hora_Ini_E,Per_hog,Turismos,Sexo,Edad,crnt_tur,O_long,O_lat,D_long,D_lat,distance,original_distance,Coworking,Coworking_days,Rem_work,drive_tt,walk_tt,distance_stop_0,distance_stop_1,distance_stop_2,distance_stop_3,distance_stop_4,transit_tt,Tipo_familia,Mun_Ori,Mun_Des,geometry,distance_base,Mode,Mode_base,prediction,prediction_base,eCar,CO2,CO2_over_target,CO2_worst_case,CO2_worst_case_over_target,distance_week,distance_week_interv,distance_week_no_interv,weighted_d,n_close_stops
97,2,3,1,5,1,-2.126375682584728,43.27635110796528,-2.033693,43.256347,12751.424,12751.424,0,0,0,11.390966666666666,173.5428,98.483,98.483,300.538,351.521,857.0,35.009,4,61,69,POINT (-2.126375682584728 43.27635110796528),12751.424,Car,Car,2,2,0,24.227705600000004,1.3693920556521744,24.2277056,1.3693920556521741,127514.24,0.0,127514.24,2.4003459901880326,4
97,2,3,1,3,1,-1.9563172262662805,43.269627386692925,-2.033693,43.256347,7413.257,7413.257,0,0,0,7.93095,132.82704999999999,0.0,0.0,121.334,121.334,375.248,34.98,2,40,69,POINT (-1.9563172262662805 43.269627386692925),7413.257,Car,Car,2,2,0,14.0851883,0.7961193386956523,14.085188299999999,0.7961193386956522,74132.56999999999,0.0,74132.56999999999,1.5922386773913046,5
97,2,2,1,4,1,-1.998414945323593,43.26217923032044,-2.033693,43.256347,4198.408,4198.408,0,0,0,7.134133333333334,76.94295000000001,1478.841,1478.841,1529.658,1529.658,1529.658,46.765,4,40,69,POINT (-1.998414945323593 43.26217923032044),4198.408,Car,Car,2,2,0,7.9769752,0.4508725113043479,7.9769752,0.4508725113043479,41984.08,0.0,41984.08,0.5269117713569914,0
97,2,2,1,5,1,-2.023933506793133,43.22047630101665,-2.033693,43.256347,4625.893,4625.893,0,0,0,5.780216666666666,124.3273,104.56,104.56,104.56,188.828,188.828,21.721,4,9,69,POINT (-2.023933506793133 43.22047630101665),4625.893,PT,PT,1,1,0,5.5788269580000005,0.3153250019739131,8.7891967,0.49678068304347833,46258.93,0.0,46258.93,0.5491531129887784,5
97,2,2,1,6,1,-2.0363058782742485,43.2125301502675,-2.033693,43.256347,5777.731,5777.731,0,0,0,6.023516666666667,126.46556666666667,284.326,284.326,314.677,314.677,730.437,31.893,6,9,69,POINT (-2.0363058782742485 43.2125301502675),5777.731,PT,PT,1,1,0,6.967943586000001,0.3938402896434784,10.977688899999999,0.6204780682608696,57777.31,0.0,57777.31,0.5960426336997817,4
97,1,2,1,5,1,-2.0175989425436387,43.22564028719894,-2.033693,43.256347,4812.864,4812.864,0,0,0,6.26325,106.85973333333332,456.06,456.06,486.022,558.134,712.028,29.647,3,9,69,POINT (-2.0175989425436387 43.22564028719894),4812.864,PT,PT,1,1,0,5.804313983999999,0.3280699208347826,9.144441599999999,0.5168597426086956,48128.64,0.0,48128.64,0.4582460659164359,3
97,1,2,1,5,1,-1.8659156564803687,43.29952395682398,-2.033693,43.256347,16851.944,16851.944,0,0,0,15.359483333333333,287.07168333333334,167.34,167.34,175.712,295.398,411.271,55.559,1,63,69,POINT (-1.8659156564803687 43.29952395682398),16851.944,Car,Car,2,2,0,32.018693600000006,1.8097522469565224,32.0186936,1.809752246956522,168519.44,0.0,168519.44,2.9714881867154914,5
97,2,4,2,5,1,-2.0112393530191954,43.272299505776814,-2.033693,43.256347,3275.044,3275.044,0,0,0,4.825699999999999,59.355000000000004,0.0,11.49,264.792,349.1,365.66,25.631,4,83,69,POINT (-2.0112393530191954 43.272299505776814),3275.044,Car,Car,2,2,0,6.2225836,0.3517112469565218,6.222583599999999,0.35171124695652173,32750.44,0.0,32750.44,0.7034224939130436,5
97,2,2,1,5,1,-2.017018927320862,43.26210744984399,-2.033693,43.256347,1908.499,1908.499,0,0,0,4.324516666666667,42.41108333333333,178.95,178.95,178.95,178.95,178.95,20.899,4,83,69,POINT (-2.017018927320862 43.26210744984399),1908.499,PT,PT,1,1,0,2.3016497940000002,0.13009324922608698,3.6261481,0.20495619695652176,19084.99,0.0,19084.99,0.21157978178235817,5
97,1,2,2,4,1,-2.012109415502596,43.27061608757088,-2.033693,43.256347,3010.044,3010.044,0,0,0,4.1632,56.70398333333333,105.731,151.996,159.061,206.599,230.278,26.214,3,83,69,POINT (-2.012109415502596 43.27061608757088),3010.044,PT,PT,1,1,0,3.6301130640000006,0.20518030361739137,5.7190836,0.3232525513043479,30100.44,0.0,30100.44,0.35689188366727026,5
97,2,2,2,5,1,-2.014988457546913,43.27001900928262,-2.033693,43.256347,2644.524,2644.524,0,0,0,3.2895333333333334,51.33421666666666,196.351,196.351,263.377,348.734,365.594,26.203,4,83,69,POINT (-2.014988457546913 43.27001900928262),2644.524,PT,PT,1,1,0,3.1892959439999995,0.18026455335652172,5.0245956,0.28399888173913046,26445.239999999998,0.0,26445.239999999998,0.2892184307677821,5
97,2,3,2,4,1,-2.0185391775470487,43.2653863265587,-2.033693,43.256347,2268.196,2268.196,0,0,0,4.549483333333333,46.049366666666664,79.759,79.759,79.759,79.759,131.672,21.36,4,83,69,POINT (-2.0185391775470487 43.2653863265587),2268.196,PT,PT,1,1,0,2.7354443760000002,0.154612073426087,4.3095724,0.2435845269565218,22681.96,0.0,22681.96,0.2767516988933599,5
97,2,2,2,5,1,-2.014988457546913,43.27001900928262,-2.033693,43.256347,2644.524,2644.524,0,0,0,3.2895333333333334,51.33421666666666,196.351,196.351,263.377,348.734,365.594,26.203,4,83,69,POINT (-2.014988457546913 43.27001900928262),2644.524,PT,PT,1,1,0,3.1892959439999995,0.18026455335652172,5.0245956,0.28399888173913046,26445.239999999998,0.0,26445.239999999998,0.2892184307677821,5
97,1,2,1,4,1,-2.500249821189356,43.06305659761795,-2.033693,43.256347,57722.462,57722.462,0,0,0,50.24876666666667,878.4461833333334,135.51,135.51,166.398,166.398,327.787,106.86,3,55,69,POINT (-2.500249821189356 43.06305659761795),57722.462,Car,Car,2,2,0,109.6726778,6.198890484347827,109.67267779999999,6.198890484347826,577224.62,0.0,577224.62,10.468981057019748,5
97,1,3,1,5,1,-2.06892112528621,43.28789472381623,-2.033693,43.256347,7427.247,7427.247,0,0,0,12.3372,102.88505,1970.014,1970.014,2336.845,2452.297,2452.297,51.401,3,73,69,POINT (-2.06892112528621 43.28789472381623),7427.247,Car,Car,2,2,0,14.1117693,0.7976217430434784,14.1117693,0.7976217430434784,74272.47,0.0,74272.47,0.9030336580858719,0
97,2,3,1,4,1,-2.414370757472676,43.00297548767308,-2.033693,43.256347,59317.262,59317.262,0,0,0,72.7688,879.6312333333334,4982.41,5079.461,5379.831,5414.195,5524.805,154.949,2,59,69,POINT (-2.414370757472676 43.00297548767308),59317.262,Car,Car,2,2,0,112.70279780000001,6.370158136521741,112.7027978,6.37015813652174,593172.62,0.0,593172.62,6.731933811063573,0
97,2,3,1,4,1,-2.4078923219966843,43.03183743786024,-2.033693,43.256347,53655.223,53655.223,0,0,0,59.639316666666666,794.8006166666667,21.413,118.464,289.994,324.358,739.65,92.537,2,59,69,POINT (-2.4078923219966843 43.03183743786024),53655.223,Car,Car,2,2,0,101.9449237,5.7621043830434795,101.94492369999999,5.762104383043479,536552.23,0.0,536552.23,11.140329018988647,4
97,2,2,1,4,1,-1.8285653542783755,43.345018183931415,-2.033693,43.256347,24012.931,24012.931,0,0,0,21.79393333333333,385.24698333333333,1179.674,1342.738,1346.756,1427.388,1427.388,67.042,2,36,69,POINT (-1.8285653542783755 43.345018183931415),24012.931,Car,Car,2,2,0,45.6245689,2.5787799813043484,45.6245689,2.5787799813043484,240129.31,0.0,240129.31,3.1016208194830988,0
97,1,2,1,5,1,-1.7886079003663569,43.36349331564936,-2.033693,43.256347,26833.147,26833.147,0,0,0,26.34195,453.0695333333333,342.512,342.512,490.074,628.51,810.081,59.093,1,36,69,POINT (-1.7886079003663569 43.36349331564936),26833.147,Car,Car,2,2,0,50.982979300000004,2.881646656086957,50.9829793,2.8816466560869567,268331.47000000003,0.0,268331.47000000003,4.227137474664801,3
97,1,3,1,6,1,-2.1753311663528416,43.28439127976208,-2.033693,43.256347,18123.447,18123.447,0,0,0,15.062083333333334,254.3439833333333,80.324,85.543,85.543,269.571,287.169,46.086,3,79,69,POINT (-2.1753311663528416 43.28439127976208),18123.447,Car,Car,2,2,0,34.4345493,1.946300612608696,34.4345493,1.946300612608696,181234.47,0.0,181234.47,3.4815447302100275,5
97,1,2,1,4,1,-2.1755499354130605,43.28328994314303,-2.033693,43.256347,18048.255,18048.255,0,0,0,15.239833333333333,255.03248333333335,147.378,147.378,157.48,189.461,262.054,46.867,3,79,69,POINT (-2.1755499354130605 43.28328994314303),18048.255,Car,Car,2,2,0,34.2916845,1.9382256456521743,34.2916845,1.9382256456521743,180482.55000000002,0.0,180482.55000000002,3.2379491315984037,5
97,2,3,2,3,1,-1.916730227719583,43.31787276178701,-2.033693,43.256347,13903.681,13903.681,0,0,0,14.362150000000002,235.33103333333332,120.023,125.705,244.404,290.748,327.425,43.428,6,64,69,POINT (-1.916730227719583 43.31787276178701),13903.681,Car,Car,2,2,0,26.4169939,1.4931344378260873,26.4169939,1.4931344378260873,139036.81,0.0,139036.81,2.5596006345529956,5
97,2,2,1,5,1,-1.921970110955411,43.32607798974564,-2.033693,43.256347,13910.034,13910.034,0,0,0,15.458466666666668,241.17206666666667,374.335,795.01,815.871,843.937,859.481,49.656,6,64,69,POINT (-1.921970110955411 43.32607798974564),13910.034,Car,Car,2,2,0,26.429064600000004,1.493816694782609,26.429064599999997,1.4938166947826088,139100.34,0.0,139100.34,2.158389953526086,1
97,2,2,1,5,1,-1.929772416318181,43.32450323169783,-2.033693,43.256347,13319.879,13319.879,0,0,0,13.9831,229.63085,0.0,32.673,83.259,113.645,196.612,44.964,4,64,69,POINT (-1.929772416318181 43.32450323169783),13319.879,PT,PT,1,1,0,16.063774074,0.9079524476608698,25.307770100000003,1.4304391795652178,133198.79,0.0,133198.79,1.8159048953217396,5
97,2,3,1,4,1,-1.9203880827874376,43.327442220822206,-2.033693,43.256347,17693.881,17693.881,0,0,0,21.486833333333333,295.39318333333335,665.944,730.683,984.655,2115.677,2192.302,58.649,4,64,69,POINT (-1.9203880827874376 43.327442220822206),17693.881,Car,Car,2,2,0,33.6183739,1.9001689595652178,33.6183739,1.9001689595652178,176938.81,0.0,176938.81,2.490317754805486,0
97,2,3,2,5,1,-2.3587877270328126,43.291526784514325,-2.033693,43.256347,36830.844,36830.844,0,0,0,29.45645,553.1080999999999,295.121,421.675,655.761,860.435,886.707,70.324,2,56,69,POINT (-2.3587877270328126 43.291526784514325),36830.844,Car,Car,2,2,0,69.9786036,3.955312377391305,69.97860359999999,3.955312377391304,368308.43999999994,0.0,368308.43999999994,5.9491820496384475,2
97,2,2,1,5,1,-2.053411097066426,43.1879581857635,-2.033693,43.256347,9025.389,9025.389,0,0,0,9.768866666666666,170.23228333333333,194.656,194.656,194.656,194.656,194.656,32.815,2,75,69,POINT (-2.053411097066426 43.1879581857635),9025.389,Car,Car,2,2,0,17.148239099999998,0.9692482969565217,17.148239099999998,0.9692482969565217,90253.88999999998,0.0,90253.88999999998,1.5570800205926578,5
97,2,3,1,5,1,-1.9922701860998049,43.24496603461527,-2.033693,43.256347,4284.788,4284.788,0,0,0,7.762566666666667,82.44141666666665,189.25,194.868,391.867,391.867,391.867,31.485,4,72,69,POINT (-1.9922701860998049 43.24496603461527),4284.788,Car,Car,2,2,0,8.141097199999999,0.46014897217391304,8.141097199999999,0.46014897217391304,42847.88,0.0,42847.88,0.7423047037062052,5
97,2,3,2,5,1,-1.8074060968240768,43.3385410722878,-2.033693,43.256347,23684.474,23684.474,0,0,0,19.527933333333333,399.47111666666666,223.208,377.218,396.594,396.594,429.518,54.462,4,45,63,POINT (-1.8074060968240768 43.3385410722878),23684.474,Car,Car,2,2,0,45.000500599999995,2.543506555652174,45.000500599999995,2.543506555652174,236844.74,0.0,236844.74,4.001916913857041,5
97,2,2,1,4,1,-1.8176058458073048,43.32986941369649,-2.033693,43.256347,22308.863,22308.863,0,0,0,18.283183333333334,379.15586666666667,233.257,253.125,331.519,331.519,360.287,50.537,6,45,63,POINT (-1.8176058458073048 43.32986941369649),22308.863,Car,Car,2,2,0,42.3868397,2.395777896086957,42.386839699999996,2.3957778960869565,223088.63,0.0,223088.63,3.743595869083255,5
97,1,2,2,4,1,-1.8019425954193944,43.332990139670514,-2.033693,43.256347,23768.632,23768.632,0,0,0,18.092983333333333,400.8620833333333,191.778,347.541,347.541,356.006,398.64,55.938,1,45,63,POINT (-1.8019425954193944 43.332990139670514),23768.632,PT,PT,1,1,0,28.664970192000002,1.6201939673739134,45.160400800000005,2.552544393043479,237686.32,0.0,237686.32,2.6085630896448855,5
97,2,3,1,5,1,-1.7954758637269774,43.34135548767029,-2.033693,43.256347,24863.749,24863.749,0,0,0,20.814583333333335,420.4601,206.744,206.744,206.744,206.744,218.842,57.355,4,45,63,POINT (-1.7954758637269774 43.34135548767029),24863.749,Car,Car,2,2,0,47.24112310000001,2.6701504360869577,47.241123099999996,2.670150436086957,248637.49,0.0,248637.49,4.250919287471655,5
97,2,2,2,4,1,-1.9086103104964955,43.31344553669521,-2.033693,43.256347,15049.067,15049.067,0,0,0,15.006516666666666,248.65725,119.977,198.714,208.572,208.572,218.884,46.358,6,67,63,POINT (-1.9086103104964955 43.31344553669521),15049.067,PT,PT,1,1,0,18.149174802,1.0258229235913046,28.5932273,1.6161389343478263,150490.66999999998,0.0,150490.66999999998,1.7585937112234638,5
97,2,3,2,3,1,-1.8986899037908689,43.313030000328006,-2.033693,43.256347,15746.825,15746.825,0,0,0,16.748966666666668,260.8938333333333,141.195,169.504,169.504,237.161,240.336,47.176,6,67,63,POINT (-1.8986899037908689 43.313030000328006),15746.825,Car,Car,2,2,0,29.918967500000004,1.691072076086957,29.918967499999997,1.6910720760869566,157468.25,0.0,157468.25,2.840952792835984,5
97,1,3,1,3,1,-2.126497348450528,43.27660287689874,-2.033693,43.256347,12701.888,12701.888,0,0,0,11.515716666666666,173.2749,146.055,146.055,348.11,399.093,840.926,35.6,3,61,63,POINT (-2.126497348450528 43.27660287689874),12701.888,Car,Car,2,2,0,24.1335872,1.3640723200000002,24.1335872,1.3640723200000002,127018.88,0.0,127018.88,2.2814966196939843,4
