Unnamed: 0,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
8879,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,23,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25976.26,3,-1.982885963015782,43.32448574613124,-2.033693,43.256347
2973,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,2,6,1,1,2021,24170.81,2,-1.9584871179712064,43.31691731870674,-2.033693,43.256347
1527,Tolosaldea,Donostialdea,Villabona,Andoain,Coche conductor,08:00,23,Villabona,1,2,1,Hogar de una persona,2,5,1,1,2021,24512.91,3,-2.0534924475768794,43.18720154346531,-2.033693,43.256347
2733,Goierri                              ,Goierri                              ,Beasain,Beasain,Andando,08:00,23,Beasain,3,3,1,Otros hogares con niños,1,5,1,2,2021,22574.55,1,-2.202966811894581,43.047076527823606,-2.033693,43.256347
569,Donostialdea,Urola Kosta       ,Andoain,Zarautz,Coche conductor,08:00,22,Andoain,1,2,1,Hogar de una persona,1,5,1,1,2021,24629.120000000003,3,-2.020266090563618,43.21379328841232,-2.033693,43.256347
1254,Debagoiena,Debagoiena,Arrasate/Mondragon,Aretxabaleta,Coche conductor,08:00,22,Arrasate/Mondragon,2,3,1,Otros hogares sin niños,2,3,1,1,2021,24301.035,2,-2.489453645262407,43.04333521927419,-2.033693,43.256347
10665,Donostialdea,Donostialdea,Lasarte-Oria,Lasarte-Oria,Moto,08:00,23,Lasarte-Oria,2,3,2,Otros hogares con niños,1,6,1,1,2021,24659.71,2,-2.02026267867482,43.269144261560506,-2.033693,43.256347
4786,Bidasoa,Bidasoa,Hondarribia,Irun,Coche conductor,08:00,23,Irun,2,3,3,2 adultos con niño(s),2,5,1,1,2021,23379.76,2,-1.7934721541340453,43.370791297167735,-2.033693,43.256347
5552,Donostialdea,Donostialdea,Pasaia,Oiartzun,Autobús interurbano,08:00,22,Pasaia,2,3,2,Otros hogares con niños,2,3,1,2,2021,19307.395,1,-1.935957633767808,43.32420011820331,-2.033693,43.256347
8977,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Bicicleta,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,6,1,1,2021,23340.15,2,-2.003250132631377,43.31112551955923,-2.033693,43.256347
