,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
0,Donostialdea,Donostialdea,Errenteria,Errenteria,Coche pasajero,09:00,22,Errenteria,2,3,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.8980435174376746,43.31244920636097,-2.033693,43.256347
1,Donostialdea,Donostialdea,Urnieta,Hernani,Coche pasajero,16:50,22,Hernani,1,2,1,Hogar de una persona,2,5,1,1,2021,26874.26,4,-1.998520949419352,43.25193693060251,-2.033693,43.256347
2,Bidasoa,Bidasoa,Irun,Irun,Coche conductor,13:30,22,Irun,2,3,1,2 adultos con niño(s),2,5,1,1,2021,23379.76,2,-1.8054388340778877,43.34263619781374,-2.033693,43.256347
3,Bidasoa,Bidasoa,Irun,Irun,Bicicleta,07:45,22,Irun,2,2,1,2 adultos con niño(s),2,5,1,1,2021,20449.15,1,-1.7892322911210705,43.33469831313249,-2.033693,43.256347
4,Donostialdea,Urola Kosta       ,Donostia/San Sebastian,Zarautz,Coche conductor,19:30,22,Zarautz,2,2,1,2 adultos con niño(s),1,5,1,1,2021,28087.91,4,-2.0193705249344913,43.302445774479864,-2.033693,43.256347
5,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Andando,19:00,22,Donostia/San Sebastian,1,1,1,Hogar de una persona,2,6,1,1,2021,22730.72,2,-1.9361623041824545,43.31616690059146,-2.033693,43.256347
6,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Andando,20:30,23,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),2,5,1,1,2021,22504.87,1,-1.9696902385316934,43.3185345303241,-2.033693,43.256347
7,Donostialdea,Donostialdea,Oiartzun,Oiartzun,Andando,15:30,22,Oiartzun,2,3,1,Otros hogares con niños,2,5,1,1,2021,25938.61,4,-1.8738407184038393,43.30859626122816,-2.033693,43.256347
8,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,09:00,22,Donostia/San Sebastian,2,3,1,Otros hogares con niños,1,5,1,1,2021,28013.81,4,-1.9955500347704596,43.29195405469943,-2.033693,43.256347
9,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,16:15,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25976.26,3,-2.0203464132569207,43.26812525604369,-2.033693,43.256347
10,Donostialdea,Tolosaldea,Donostia/San Sebastian,Villabona,Coche conductor,16:00,22,Resto Gipuzkoa,2,3,2,2 adultos con niño(s),2,5,1,1,2021,26046.81,4,-2.0135517698092933,43.30699927058893,-2.033693,43.256347
11,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,12:00,22,Irun,2,3,1,2 adultos con niño(s),1,4,1,1,2021,23871.26,3,-1.813661861100343,43.33925409727435,-2.033693,43.256347
12,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:30,22,Lasarte-Oria,2,3,1,Otros hogares sin niños,1,6,1,1,2021,25257.01,3,-2.0163109299231063,43.25625621354473,-2.033693,43.256347
13,Donostialdea,Urola Kosta       ,Donostia/San Sebastian,Orio,Coche conductor,21:00,22,Orio,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27915.81,4,-1.9776021223123519,43.32225449752466,-2.033693,43.256347
14,Donostialdea,Donostialdea,Lasarte-Oria,Lasarte-Oria,Coche conductor,20:00,22,Lasarte-Oria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27578.01,4,-2.0179830710427042,43.25568226650111,-2.033693,43.256347
15,Goierri                              ,Goierri                              ,Ordizia,Ordizia,Coche conductor,19:00,22,Ordizia,2,4,1,2 adultos con niño(s),2,5,1,1,2021,26145.41,2,-2.1746538011300443,43.05446091535329,-2.033693,43.256347
16,Donostialdea,Debagoiena,Donostia/San Sebastian,Oñati,Coche conductor,08:30,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,23422.07,2,-2.0271327792707274,43.31592917990396,-2.033693,43.256347
17,Debabarrena,Debabarrena,Mutriku,Mutriku,Andando,09:00,22,Mutriku,2,3,1,2 adultos con niño(s),2,5,1,1,2021,20713.65,1,-2.4267543206279245,43.30097677712176,-2.033693,43.256347
18,Tolosaldea,Tolosaldea,Tolosa,Tolosa,Coche conductor,08:00,22,Tolosa,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27963.51,4,-2.0709855682396405,43.13657030175753,-2.033693,43.256347
19,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Moto,06:00,22,Donostia/San Sebastian,2,2,3,Otros hogares con niños,1,4,1,1,2021,21489.35,1,-1.9354538646574229,43.31689564334114,-2.033693,43.256347
20,Bidasoa,Bidasoa,Hondarribia,Irun,Coche conductor,22:00,22,Irun,2,3,2,Otros hogares con niños,1,5,1,1,2021,24926.36,3,-1.8219673771867904,43.366350625459496,-2.033693,43.256347
21,Donostialdea,Donostialdea,Andoain,Andoain,Andando,17:00,22,Andoain,2,3,1,Otros hogares con niños,2,5,1,1,2021,23347.36,2,-2.021867719302046,43.220310357020786,-2.033693,43.256347
22,Urola Kosta       ,Urola Kosta       ,Azpeitia,Zarautz,Coche conductor,07:00,22,Azpeitia,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28235.41,4,-2.2591039801858472,43.18597433405734,-2.033693,43.256347
23,Donostialdea,Debagoiena,Donostia/San Sebastian,Arrasate/Mondragon,Coche conductor,13:10,22,Donostia/San Sebastian,1,3,1,2 adultos,2,6,1,1,2021,24170.81,2,-1.9555129426092284,43.31374063892642,-2.033693,43.256347
24,Donostialdea,Donostialdea,Andoain,Andoain,Andando,22:00,22,Andoain,2,2,1,Otros hogares con niños,1,3,1,1,2021,19869.345,1,-2.0254929405375632,43.21170347218624,-2.033693,43.256347
25,Bidasoa,Bidasoa,Irun,Hondarribia,Coche conductor,10:30,23,Irun,2,3,3,2 adultos con niño(s),2,5,1,1,2021,23379.76,2,-1.7893578632588336,43.343283137807745,-2.033693,43.256347
26,Urola Kosta       ,Donostialdea,Zarautz,Pasaia,Coche conductor,07:55,22,Zarautz,2,3,2,Otros hogares con niños,2,4,1,1,2021,21744.82,1,-2.1843838343905753,43.28628709372766,-2.033693,43.256347
27,Tolosaldea,Debabarrena,Tolosa,Elgoibar,Coche pasajero,14:30,99,Eibar,2,2,1,Otros hogares sin niños,1,3,1,2,2021,19272.625,1,-2.0847982715287117,43.13715997283301,-2.033693,43.256347
28,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:25,22,Irun,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25746.91,3,-1.809355368762716,43.33908718789288,-2.033693,43.256347
29,Donostialdea,Donostialdea,Pasaia,Lezo,Coche conductor,13:30,22,Pasaia,2,3,1,Otros hogares sin niños,1,4,1,1,2021,22571.37,2,-1.9323452976518483,43.32742720846038,-2.033693,43.256347
30,Tolosaldea,Tolosaldea,Tolosa,Tolosa,Autobús urbano,17:30,22,Tolosa,1,1,1,2 adultos,2,6,1,2,2021,21018.300000000003,1,-2.0719232009917676,43.13925695105639,-2.033693,43.256347
31,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,09:00,22,Donostia/San Sebastian,1,2,1,2 adultos,2,5,1,1,2021,23336.92,2,-1.9609898289853738,43.31510788653364,-2.033693,43.256347
32,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche pasajero,05:00,23,Donostia/San Sebastian,2,2,1,Otros hogares con niños,2,4,1,2,2021,23437.51,2,-1.9597284768461702,43.330739127974695,-2.033693,43.256347
33,Bidasoa,Bidasoa,Hondarribia,Irun,Coche conductor,17:30,23,Irun,2,3,3,2 adultos con niño(s),2,5,1,1,2021,23379.76,2,-1.7943355727892365,43.368845988151755,-2.033693,43.256347
34,Debagoiena,Urola Kosta       ,Bergara,Orio,Coche conductor,14:00,22,Orio,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27915.81,4,-2.412652414251184,43.11075879087957,-2.033693,43.256347
35,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,18:30,22,Pasaia,2,2,1,Otros hogares con niños,1,4,1,1,2021,21974.07,2,-1.8931644739763689,43.308599679196426,-2.033693,43.256347
36,Donostialdea,Donostialdea,Usurbil,Andoain,Coche conductor,10:30,23,Andoain,2,3,1,Otros hogares sin niños,2,4,1,1,2021,25820.86,3,-2.0463629232476563,43.27003081414938,-2.033693,43.256347
37,Donostialdea,Debagoiena,Donostia/San Sebastian,Oñati,Coche conductor,08:30,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,23422.07,2,-1.955436829863613,43.31228089341972,-2.033693,43.256347
38,Bidasoa,Bidasoa,Irun,Irun,Andando,14:40,99,Irun,1,2,1,2 adultos,1,5,1,1,2021,25930.01,4,-1.7891005552501316,43.3292848441794,-2.033693,43.256347
39,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,19:30,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,24269.22,3,-1.9820879817595554,43.31474152551829,-2.033693,43.256347
40,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,18:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.9218425982930731,43.31245852559952,-2.033693,43.256347
41,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,19:45,22,Donostia/San Sebastian,2,3,1,Otros hogares con niños,1,6,1,1,2021,27634.26,4,-1.9572731176618752,43.29816345304297,-2.033693,43.256347
42,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Andando,15:00,22,Donostia/San Sebastian,2,2,2,Otros hogares con niños,2,4,1,1,2021,23437.51,2,-1.943973625094303,43.320478672488655,-2.033693,43.256347
43,Donostialdea,Donostialdea,Errenteria,Hernani,Coche conductor,07:30,22,Errenteria,1,2,1,Hogar de una persona,2,5,1,1,2021,24338.91,3,-1.8989753998045564,43.313030894157095,-2.033693,43.256347
44,Debabarrena,Debabarrena,Eibar,Eibar,Coche conductor,08:20,23,Eibar,2,3,1,Otros hogares sin niños,1,3,1,1,2021,24570.385,3,-2.475581287580069,43.18232052496892,-2.033693,43.256347
45,Bidasoa,Bidasoa,Hondarribia,Irun,Coche conductor,17:30,23,Irun,2,3,3,2 adultos con niño(s),2,5,1,1,2021,23379.76,2,-1.838482166169041,43.33781841146345,-2.033693,43.256347
46,Donostialdea,Donostialdea,Usurbil,Lasarte-Oria,Andando,16:15,99,Lasarte-Oria,2,3,2,Otros hogares con niños,2,3,1,1,2021,23513.035,2,-2.0487855632163763,43.27018583408509,-2.033693,43.256347
47,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.4666345606756384,43.185530345761656,-2.033693,43.256347
48,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche pasajero,17:00,23,Donostia/San Sebastian,1,2,1,2 adultos,2,6,1,2,2021,26537.96,4,-1.9917304857392208,43.29537400932924,-2.033693,43.256347
49,Donostialdea,Donostialdea,Hernani,Hernani,Andando,18:00,99,Hernani,1,2,1,2 adultos,2,6,1,1,2021,23590.710000000003,2,-1.970754045076886,43.2657787500637,-2.033693,43.256347
50,Urola Kosta       ,Urola Kosta       ,Zarautz,Zarautz,Bicicleta,04:55,22,Zarautz,2,3,1,2 adultos con niño(s),2,4,1,1,2021,23511.61,2,-2.1899599176348,43.28286688627981,-2.033693,43.256347
51,Donostialdea,Urola Kosta       ,Lasarte-Oria,Zarautz,Coche conductor,21:25,22,Zarautz,2,3,1,Otros hogares sin niños,1,5,1,1,2021,26146.46,3,-2.015159187551071,43.268462598869974,-2.033693,43.256347
52,Urola Kosta       ,Urola Kosta       ,Azkoitia,Azkoitia,Andando,07:20,22,Azkoitia,2,4,1,Otros hogares sin niños,1,3,1,1,2021,24683.885,3,-2.313019718226639,43.17656753625126,-2.033693,43.256347
53,Tolosaldea,Donostialdea,Villabona,Donostia/San Sebastian,Coche conductor,09:00,22,Resto Gipuzkoa,2,3,2,2 adultos con niño(s),2,5,1,1,2021,22084.47,2,-2.053060276874648,43.19036014739167,-2.033693,43.256347
54,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,14:00,22,Donostia/San Sebastian,2,3,1,Otros hogares con niños,2,3,1,1,2021,24120.435,2,-1.9858137816885295,43.31195083319002,-2.033693,43.256347
55,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,14:00,22,Orio,1,3,1,Hogar de una persona,1,5,1,1,2021,28902.96,4,-2.1262724863879616,43.27616622530311,-2.033693,43.256347
56,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,15:00,23,Donostia/San Sebastian,1,3,1,2 adultos,2,4,1,1,2021,26808.31,4,-1.9599416464457222,43.32411260140135,-2.033693,43.256347
57,Donostialdea,Donostialdea,Pasaia,Oiartzun,Coche conductor,07:30,22,Oiartzun,2,3,1,Otros hogares con niños,2,5,1,1,2021,21976.27,2,-1.9167575344718462,43.31841240551247,-2.033693,43.256347
58,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,05:30,22,Donostia/San Sebastian,1,2,2,Hogar de una persona,2,5,1,1,2021,27454.36,4,-2.005501116871502,43.30565154374518,-2.033693,43.256347
59,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,13:00,22,Donostia/San Sebastian,2,2,3,Otros hogares sin niños,1,3,1,1,2021,21047.745,1,-1.9211943310376474,43.31256032232168,-2.033693,43.256347
60,Goierri                              ,Goierri                              ,Beasain,Beasain,Coche conductor,14:00,22,Beasain,2,2,1,2 adultos con niño(s),1,5,1,1,2021,28043.91,4,-2.2099699181478156,43.04644652964077,-2.033693,43.256347
61,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,15:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.4181268569742254,43.12127739373962,-2.033693,43.256347
62,Goierri                              ,Donostialdea,Beasain,Hernani,Coche conductor,05:30,22,Hernani,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26804.31,4,-2.1970710181133266,43.04902291601545,-2.033693,43.256347
63,Donostialdea,Bidasoa,Oiartzun,Irun,Coche conductor,13:00,22,Irun,1,2,1,Hogar de una persona,2,4,1,1,2021,22280.77,2,-1.8533110803332897,43.29288151555153,-2.033693,43.256347
64,Bidasoa,Bidasoa,Irun,Irun,Andando,16:00,23,Irun,2,3,2,Otros hogares con niños,2,5,1,1,2021,25575.31,3,-1.8098674463282631,43.33737387542109,-2.033693,43.256347
65,Donostialdea,Goierri                              ,Andoain,Beasain,RENFE,07:10,23,Andoain,1,1,1,2 adultos,1,5,1,1,2021,23138.6,2,-2.021410164897717,43.219135065296925,-2.033693,43.256347
66,Urola Kosta       ,Donostialdea,Zarautz,Errenteria,Coche conductor,14:30,22,Zarautz,1,2,1,Hogar de una persona,1,5,1,1,2021,23777.3,2,-2.1775745917148277,43.25609965899491,-2.033693,43.256347
67,Debagoiena,Debagoiena,Arrasate/Mondragon,Bergara,Coche conductor,13:25,22,Arrasate/Mondragon,1,2,1,2 adultos,1,5,1,1,2021,24638.42,3,-2.5209599772534568,43.070167775757106,-2.033693,43.256347
68,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,14:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,5,1,1,2021,25055.120000000003,3,-1.8086792202320363,43.340306499604885,-2.033693,43.256347
69,Debagoiena,Debagoiena,Bergara,Bergara,Coche conductor,12:30,22,Bergara,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25546.36,2,-2.4233495359422337,43.10909006657394,-2.033693,43.256347
70,Donostialdea,Urola Kosta       ,Donostia/San Sebastian,Zumaia,Autobús interurbano,15:20,22,Zumaia,1,3,1,2 adultos,2,4,1,1,2021,26651.410000000003,4,-1.9763163379108266,43.29092316666981,-2.033693,43.256347
71,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,07:30,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-2.016284554775319,43.266867913600514,-2.033693,43.256347
72,Donostialdea,Goierri                              ,Andoain,Beasain,RENFE,07:10,23,Andoain,1,1,1,2 adultos,1,5,1,1,2021,23138.6,2,-2.0261605208456275,43.21137226623458,-2.033693,43.256347
73,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,18:00,99,Errenteria,2,3,2,Otros hogares con niños,1,5,1,1,2021,27265.51,4,-2.0058122581778584,43.31523317447812,-2.033693,43.256347
74,Goierri                              ,Goierri                              ,Legazpi,Urretxu,Coche conductor,13:00,22,Urretxu,1,2,1,1 adulto con niño(s),2,5,1,1,2021,21819.120000000003,1,-2.3398545445145493,43.059178451710395,-2.033693,43.256347
75,Goierri                              ,Donostialdea,Ordizia,Lasarte-Oria,Coche conductor,18:00,99,Lasarte-Oria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27578.01,3,-2.1769324967581403,43.05557184307179,-2.033693,43.256347
76,Debabarrena,Debabarrena,Eibar,Eibar,Coche conductor,08:30,23,Eibar,2,2,1,2 adultos con niño(s),2,4,1,1,2021,20238.8,1,-2.4719904841294835,43.18567008498737,-2.033693,43.256347
77,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.445909876528455,42.99299894211684,-2.033693,43.256347
78,Donostialdea,Donostialdea,Oiartzun,Oiartzun,Coche conductor,17:00,22,Oiartzun,2,3,1,Otros hogares con niños,2,3,1,1,2021,19801.095,1,-1.8692185330764408,43.2876660340289,-2.033693,43.256347
79,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,07:00,22,Irun,2,4,1,Otros hogares sin niños,1,3,1,1,2021,24289.785,3,-1.8070304395341354,43.3395616936592,-2.033693,43.256347
80,Donostialdea,Urola Kosta       ,Usurbil,Orio,Coche conductor,07:30,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,21609.22,1,-2.0510667069410387,43.270476210625965,-2.033693,43.256347
81,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,16:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,6,1,1,2021,25864.41,3,-1.9954404175399452,43.29115022512153,-2.033693,43.256347
82,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,07:00,22,Irun,2,3,2,2 adultos con niño(s),2,5,1,1,2021,23379.76,2,-1.7747737129306582,43.3292459995149,-2.033693,43.256347
83,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,2,1,1 adulto con niño(s),1,5,1,1,2021,23855.120000000003,2,-1.9521452057522457,43.31222193755659,-2.033693,43.256347
84,Debagoiena,Debagoiena,Bergara,Bergara,Coche conductor,12:35,22,Bergara,1,2,1,Hogar de una persona,1,5,1,1,2021,26533.51,3,-2.41622493226907,43.13318785984695,-2.033693,43.256347
85,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,07:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.902116173592202,43.3160965967994,-2.033693,43.256347
86,Debagoiena,Debagoiena,Arrasate/Mondragon,Aretxabaleta,Coche conductor,08:30,22,Arrasate/Mondragon,2,3,1,Otros hogares sin niños,2,3,1,1,2021,24301.035,2,-2.491568163790092,43.06470992407799,-2.033693,43.256347
87,Debagoiena,Debagoiena,Arrasate/Mondragon,Arrasate/Mondragon,Andando,14:00,22,Arrasate/Mondragon,2,4,1,2 adultos con niño(s),1,5,1,1,2021,27768.709999999995,4,-2.4850164748000685,43.06589688911417,-2.033693,43.256347
88,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:25,22,Irun,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25746.91,3,-1.7925188038933186,43.338258389088644,-2.033693,43.256347
89,Urola Kosta       ,Urola Kosta       ,Zarautz,Zumaia,Coche conductor,07:10,22,Zarautz,2,2,1,2 adultos con niño(s),1,4,1,1,2021,24494.06,2,-2.1811515752575947,43.28545590626479,-2.033693,43.256347
90,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.460045503063634,42.996629070245774,-2.033693,43.256347
91,Urola Kosta       ,Donostialdea,Orio,Errenteria,Coche conductor,16:30,22,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,22248.07,1,-2.12641071220841,43.27960216715371,-2.033693,43.256347
92,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,07:10,22,Donostia/San Sebastian,1,3,1,2 adultos,1,6,1,1,2021,26270.76,4,-2.019913307072174,43.28416333329187,-2.033693,43.256347
93,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.410823302908651,43.031433905668635,-2.033693,43.256347
94,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Autobús interurbano,15:30,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,2,6,1,2,2021,20833.85,1,-1.7890163918832156,43.33402698559383,-2.033693,43.256347
95,Urola Kosta       ,Urola Kosta       ,Azkoitia,Azkoitia,Andando,07:10,22,Azkoitia,1,3,1,2 adultos,1,5,1,1,2021,28691.26,4,-2.308944148385847,43.17517064513247,-2.033693,43.256347
96,Donostialdea,Donostialdea,Hernani,Hernani,Andando,08:30,22,Hernani,1,2,1,2 adultos,2,6,1,1,2021,25957.86,3,-1.9352887495417448,43.23683199564747,-2.033693,43.256347
97,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,09:30,23,Donostia/San Sebastian,2,1,1,Otros hogares con niños,2,4,1,2,2021,20506.9,1,-1.9679631369975557,43.31721259805738,-2.033693,43.256347
98,Goierri                              ,Goierri                              ,Beasain,Ordizia,Andando,22:00,21,Ordizia,1,1,1,Hogar de una persona,2,3,1,2,2021,20995.045,1,-2.2036880013917743,43.04713505271006,-2.033693,43.256347
99,Goierri                              ,Goierri                              ,Beasain,Beasain,Andando,19:00,23,Beasain,3,3,1,Otros hogares con niños,1,5,1,2,2021,22574.55,1,-2.206057830536302,43.04870883261452,-2.033693,43.256347
100,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche pasajero,15:00,21,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,2,4,1,1,2021,26401.96,4,-1.9994377504151706,43.31117292312027,-2.033693,43.256347
101,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,13:30,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,22933.8,2,-1.967019541031634,43.31035644459075,-2.033693,43.256347
102,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,3,1,1,2021,22642.935,2,-1.9838181346189006,43.32264309985834,-2.033693,43.256347
103,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,08:15,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,6,1,1,2021,28231.56,4,-1.9796907118123532,43.31860461243638,-2.033693,43.256347
104,Urola Kosta       ,Urola Kosta       ,Azpeitia,Azpeitia,Coche conductor,14:30,22,Azpeitia,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25442.56,3,-2.261327256270134,43.173279903625954,-2.033693,43.256347
105,Donostialdea,Goierri                              ,Donostia/San Sebastian,Beasain,Coche conductor,07:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,2,4,1,1,2021,26401.96,4,-1.9420465294357276,43.320046462613035,-2.033693,43.256347
106,Bidasoa,Bidasoa,Hondarribia,Hondarribia,Coche conductor,00:00,99,Hondarribia,2,3,2,2 adultos con niño(s),1,5,1,1,2021,28160.31,4,-1.8093639635270937,43.3588008128115,-2.033693,43.256347
107,Debagoiena,Debagoiena,Bergara,Arrasate/Mondragon,Bicicleta,07:20,22,Bergara,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25546.36,2,-2.4465957288212876,43.10630316065556,-2.033693,43.256347
108,Donostialdea,Donostialdea,Lasarte-Oria,Usurbil,Andando,16:30,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,3,4,2,2021,7978.825000000001,1,-2.0235292829436893,43.2705118383018,-2.033693,43.256347
109,Debabarrena,Debabarrena,Eibar,Eibar,Coche conductor,18:30,21,Eibar,2,3,1,Otros hogares con niños,2,5,1,1,2021,23488.76,2,-2.4621202604434127,43.18781247222508,-2.033693,43.256347
110,Donostialdea,Donostialdea,Oiartzun,Donostia/San Sebastian,Coche conductor,14:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,6,1,1,2021,24675.570000000003,3,-1.8743457914609964,43.299440161225355,-2.033693,43.256347
111,Bidasoa,Bidasoa,Irun,Irun,Autobús urbano,14:50,22,Irun,1,2,2,2 adultos,2,5,1,1,2021,21281.2,1,-1.8103610122069933,43.338673491363416,-2.033693,43.256347
112,Debabarrena,Debabarrena,Eibar,Eibar,Coche conductor,14:00,23,Eibar,2,2,1,2 adultos con niño(s),2,4,1,1,2021,21574.22,1,-2.4707474115880887,43.18130348270161,-2.033693,43.256347
113,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,08:30,22,Irun,1,2,1,Hogar de una persona,2,6,1,1,2021,23605.61,2,-1.7965753903301909,43.33349664390085,-2.033693,43.256347
114,Donostialdea,Donostialdea,Andoain,Hernani,Coche conductor,13:55,22,Andoain,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27604.31,4,-2.024678954971015,43.21277879654766,-2.033693,43.256347
115,Debabarrena,Goierri                              ,Eibar,Beasain,Coche conductor,06:30,21,Eibar,2,2,3,Otros hogares sin niños,2,4,1,1,2021,20664.5,1,-2.467419535125112,43.185793052612645,-2.033693,43.256347
116,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,14:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,24591.56,3,-1.9633245074744692,43.32442807648102,-2.033693,43.256347
117,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,16:00,21,Donostia/San Sebastian,1,2,2,Hogar de una persona,1,6,1,1,2021,26425.86,4,-2.206998894644499,43.04850599148928,-2.033693,43.256347
118,Debabarrena,Debabarrena,Eibar,Eibar,Coche conductor,18:30,21,Eibar,2,3,1,Otros hogares con niños,2,5,1,1,2021,23488.76,2,-2.457952863289554,43.18964734467851,-2.033693,43.256347
119,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,12:00,21,Donostia/San Sebastian,2,2,2,2 adultos con niño(s),1,5,1,1,2021,24223.07,3,-1.954816596510293,43.29975655925973,-2.033693,43.256347
