Unnamed: 0,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
2047,Bidasoa,Bidasoa,Irun,Irun,Moto,08:00,22,Irun,1,2,3,2 adultos,2,4,1,1,2021,22125.67,1,-1.827917824446887,43.3214437646738,-2.033693,43.256347
3436,Urola Kosta       ,Donostialdea,Zumaia,Donostia/San Sebastian,Autobús interurbano,08:00,22,Zumaia,1,3,1,2 adultos,2,4,1,1,2021,24284.26,3,-2.256334522901202,43.29451175930781,-2.033693,43.256347
10470,Urola Kosta       ,Urola Kosta       ,Azkoitia,Azkoitia,Andando,08:00,22,Azkoitia,2,3,1,2 adultos con niño(s),1,5,1,1,2021,23896.87,3,-2.3059088404548724,43.17796408602664,-2.033693,43.256347
10132,Donostialdea,Debagoiena,Donostia/San Sebastian,Arrasate/Mondragon,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,27790.76,4,-1.9639603553622555,43.32238144284933,-2.033693,43.256347
7448,Bidasoa,Donostialdea,Irun,Andoain,Coche conductor,08:00,22,Irun,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26664.11,4,-1.7766688800620716,43.324421443512136,-2.033693,43.256347
6605,Donostialdea,Donostialdea,Donostia/San Sebastian,Oiartzun,Coche pasajero,08:00,22,Oiartzun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25461.26,3,-1.9556634367480703,43.31202226913785,-2.033693,43.256347
7788,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares con niños,1,4,1,1,2021,24419.96,3,-2.002070204043706,43.31528314910625,-2.033693,43.256347
718,Bidasoa,Donostialdea,Irun,Errenteria,EUSKOTREN,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,23351.76,2,-1.80579591533428,43.34180984770592,-2.033693,43.256347
6086,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,23828.42,3,-1.815068843878593,43.32380786930816,-2.033693,43.256347
751,Bidasoa,Donostialdea,Hondarribia,Errenteria,Autobús interurbano,08:00,23,Errenteria,1,1,1,2 adultos,2,5,1,2,2021,21253.2,1,-1.8042280208193249,43.3555417795215,-2.033693,43.256347
284,Bidasoa,Bidasoa,Hondarribia,Irun,Coche conductor,08:00,22,Hondarribia,2,3,1,Otros hogares con niños,1,4,1,1,2021,26762.01,4,-1.7952135073745117,43.36999033888559,-2.033693,43.256347
